forecast_id,release_time,horizon_hour,target_time,pv_forecast_kw,pv_actual_kw,alignment_status,unmatched_reason,absolute_error_kw
22074,2025-08-18 18:00:00,18,2025-08-19 12:00:00,7189.2603,8775.7125,matched,,1586.4522
22075,2025-08-18 18:00:00,19,2025-08-19 13:00:00,7734.5082,8768.25,matched,,1033.7418
22076,2025-08-18 18:00:00,20,2025-08-19 14:00:00,5697.1451,7544.2125,matched,,1847.0674
22077,2025-08-18 18:00:00,21,2025-08-19 15:00:00,5363.1155,6208.275,matched,,845.1595
22078,2025-08-18 18:00:00,22,2025-08-19 16:00:00,3613.1697,4482.0375,matched,,868.8678
22079,2025-08-18 18:00:00,23,2025-08-19 17:00:00,2388.1786,2791.5375,matched,,403.3589
22080,2025-08-18 18:00:00,24,2025-08-19 18:00:00,610.7096,762.1875,matched,,151.4779
22081,2025-08-19 00:00:00,1,2025-08-19 01:00:00,0,0,matched,,0
22082,2025-08-19 00:00:00,2,2025-08-19 02:00:00,0,0,matched,,0
22083,2025-08-19 00:00:00,3,2025-08-19 03:00:00,0,0,matched,,0
22084,2025-08-19 00:00:00,4,2025-08-19 04:00:00,0,0,matched,,0
22085,2025-08-19 00:00:00,5,2025-08-19 05:00:00,0,0,matched,,0
22086,2025-08-19 00:00:00,6,2025-08-19 06:00:00,874.2847,863.325,matched,,10.9597
22087,2025-08-19 00:00:00,7,2025-08-19 07:00:00,2680.3761,2701.9875,matched,,21.6114
22088,2025-08-19 00:00:00,8,2025-08-19 08:00:00,4871.503,4901.5125,matched,,30.0095
22089,2025-08-19 00:00:00,9,2025-08-19 09:00:00,6187.8004,6552.6,matched,,364.7996
22090,2025-08-19 00:00:00,10,2025-08-19 10:00:00,7673.4568,7974.3,matched,,300.8432
22091,2025-08-19 00:00:00,11,2025-08-19 11:00:00,8990.1557,8635.2375,matched,,354.9182
22092,2025-08-19 00:00:00,12,2025-08-19 12:00:00,9240.8792,8775.7125,matched,,465.1667
22093,2025-08-19 00:00:00,13,2025-08-19 13:00:00,8650.0688,8768.25,matched,,118.1812
22094,2025-08-19 00:00:00,14,2025-08-19 14:00:00,7963.2658,7544.2125,matched,,419.0533
22095,2025-08-19 00:00:00,15,2025-08-19 15:00:00,6534.2017,6208.275,matched,,325.9267
22096,2025-08-19 00:00:00,16,2025-08-19 16:00:00,4237.7237,4482.0375,matched,,244.3138
22097,2025-08-19 00:00:00,17,2025-08-19 17:00:00,2741.4157,2791.5375,matched,,50.1218
22098,2025-08-19 00:00:00,18,2025-08-19 18:00:00,737.869,762.1875,matched,,24.3185
22099,2025-08-19 00:00:00,19,2025-08-19 19:00:00,0,0,matched,,0
22100,2025-08-19 00:00:00,20,2025-08-19 20:00:00,0,0,matched,,0
22101,2025-08-19 00:00:00,21,2025-08-19 21:00:00,0,0,matched,,0
22102,2025-08-19 00:00:00,22,2025-08-19 22:00:00,0,0,matched,,0
22103,2025-08-19 00:00:00,23,2025-08-19 23:00:00,0,0,matched,,0
22104,2025-08-19 00:00:00,24,2025-08-20 00:00:00,0,0,matched,,0
22105,2025-08-19 06:00:00,1,2025-08-19 07:00:00,2724.7173,2701.9875,matched,,22.7298
22106,2025-08-19 06:00:00,2,2025-08-19 08:00:00,4995.4003,4901.5125,matched,,93.8878
22107,2025-08-19 06:00:00,3,2025-08-19 09:00:00,6621.5221,6552.6,matched,,68.9221
22108,2025-08-19 06:00:00,4,2025-08-19 10:00:00,7921.4943,7974.3,matched,,52.8057
22109,2025-08-19 06:00:00,5,2025-08-19 11:00:00,8199.0336,8635.2375,matched,,436.2039
22110,2025-08-19 06:00:00,6,2025-08-19 12:00:00,8546.9956,8775.7125,matched,,228.7169
22111,2025-08-19 06:00:00,7,2025-08-19 13:00:00,8810.6203,8768.25,matched,,42.3703
22112,2025-08-19 06:00:00,8,2025-08-19 14:00:00,7674.2672,7544.2125,matched,,130.0547
22113,2025-08-19 06:00:00,9,2025-08-19 15:00:00,6640.7885,6208.275,matched,,432.5135
22114,2025-08-19 06:00:00,10,2025-08-19 16:00:00,5102.325,4482.0375,matched,,620.2875
22115,2025-08-19 06:00:00,11,2025-08-19 17:00:00,2993.5875,2791.5375,matched,,202.05
22116,2025-08-19 06:00:00,12,2025-08-19 18:00:00,876.216,762.1875,matched,,114.0285
22117,2025-08-19 06:00:00,13,2025-08-19 19:00:00,0,0,matched,,0
22118,2025-08-19 06:00:00,14,2025-08-19 20:00:00,0,0,matched,,0
22119,2025-08-19 06:00:00,15,2025-08-19 21:00:00,0,0,matched,,0
22120,2025-08-19 06:00:00,16,2025-08-19 22:00:00,0,0,matched,,0
22121,2025-08-19 06:00:00,17,2025-08-19 23:00:00,0,0,matched,,0
22122,2025-08-19 06:00:00,18,2025-08-20 00:00:00,0,0,matched,,0
22123,2025-08-19 06:00:00,19,2025-08-20 01:00:00,0,0,matched,,0
22124,2025-08-19 06:00:00,20,2025-08-20 02:00:00,0,0,matched,,0
22125,2025-08-19 06:00:00,21,2025-08-20 03:00:00,0,0,matched,,0
22126,2025-08-19 06:00:00,22,2025-08-20 04:00:00,0,0,matched,,0
22127,2025-08-19 06:00:00,23,2025-08-20 05:00:00,0,0,matched,,0
22128,2025-08-19 06:00:00,24,2025-08-20 06:00:00,232.6574,561.3,matched,,328.6426
22129,2025-08-19 12:00:00,1,2025-08-19 13:00:00,8814.7153,8768.25,matched,,46.4653
22130,2025-08-19 12:00:00,2,2025-08-19 14:00:00,7602.1807,7544.2125,matched,,57.9682
22131,2025-08-19 12:00:00,3,2025-08-19 15:00:00,6269.4359,6208.275,matched,,61.1609
22132,2025-08-19 12:00:00,4,2025-08-19 16:00:00,4423.6065,4482.0375,matched,,58.431
22133,2025-08-19 12:00:00,5,2025-08-19 17:00:00,2764.1106,2791.5375,matched,,27.4269
22134,2025-08-19 12:00:00,6,2025-08-19 18:00:00,789.1767,762.1875,matched,,26.9892
22135,2025-08-19 12:00:00,7,2025-08-19 19:00:00,0,0,matched,,0
22136,2025-08-19 12:00:00,8,2025-08-19 20:00:00,0,0,matched,,0
22137,2025-08-19 12:00:00,9,2025-08-19 21:00:00,0,0,matched,,0
22138,2025-08-19 12:00:00,10,2025-08-19 22:00:00,0,0,matched,,0
22139,2025-08-19 12:00:00,11,2025-08-19 23:00:00,0,0,matched,,0
22140,2025-08-19 12:00:00,12,2025-08-20 00:00:00,0,0,matched,,0
22141,2025-08-19 12:00:00,13,2025-08-20 01:00:00,0,0,matched,,0
22142,2025-08-19 12:00:00,14,2025-08-20 02:00:00,0,0,matched,,0
22143,2025-08-19 12:00:00,15,2025-08-20 03:00:00,0,0,matched,,0
22144,2025-08-19 12:00:00,16,2025-08-20 04:00:00,0,0,matched,,0
22145,2025-08-19 12:00:00,17,2025-08-20 05:00:00,0,0,matched,,0
22146,2025-08-19 12:00:00,18,2025-08-20 06:00:00,528.9245,561.3,matched,,32.3755
22147,2025-08-19 12:00:00,19,2025-08-20 07:00:00,1603.781,2016.975,matched,,413.194
22148,2025-08-19 12:00:00,20,2025-08-20 08:00:00,2565.0328,3412.0875,matched,,847.0547
22149,2025-08-19 12:00:00,21,2025-08-20 09:00:00,4263.0153,5213.1375,matched,,950.1222
22150,2025-08-19 12:00:00,22,2025-08-20 10:00:00,5799.7436,7517.0625,matched,,1717.3189
22151,2025-08-19 12:00:00,23,2025-08-20 11:00:00,5788.8977,7934.5875,matched,,2145.6898
22152,2025-08-19 12:00:00,24,2025-08-20 12:00:00,5658.9223,7723.5375,matched,,2064.6152
22153,2025-08-19 18:00:00,1,2025-08-19 19:00:00,0,0,matched,,0
22154,2025-08-19 18:00:00,2,2025-08-19 20:00:00,0,0,matched,,0
22155,2025-08-19 18:00:00,3,2025-08-19 21:00:00,0,0,matched,,0
22156,2025-08-19 18:00:00,4,2025-08-19 22:00:00,0,0,matched,,0
22157,2025-08-19 18:00:00,5,2025-08-19 23:00:00,0,0,matched,,0
22158,2025-08-19 18:00:00,6,2025-08-20 00:00:00,0,0,matched,,0
22159,2025-08-19 18:00:00,7,2025-08-20 01:00:00,0,0,matched,,0
22160,2025-08-19 18:00:00,8,2025-08-20 02:00:00,0,0,matched,,0
22161,2025-08-19 18:00:00,9,2025-08-20 03:00:00,0,0,matched,,0
22162,2025-08-19 18:00:00,10,2025-08-20 04:00:00,0,0,matched,,0
22163,2025-08-19 18:00:00,11,2025-08-20 05:00:00,0,0,matched,,0
22164,2025-08-19 18:00:00,12,2025-08-20 06:00:00,507.0842,561.3,matched,,54.2158
22165,2025-08-19 18:00:00,13,2025-08-20 07:00:00,1888.9845,2016.975,matched,,127.9905
22166,2025-08-19 18:00:00,14,2025-08-20 08:00:00,2745.8566,3412.0875,matched,,666.2309
22167,2025-08-19 18:00:00,15,2025-08-20 09:00:00,3780.4349,5213.1375,matched,,1432.7026
22168,2025-08-19 18:00:00,16,2025-08-20 10:00:00,6086.5975,7517.0625,matched,,1430.465
22169,2025-08-19 18:00:00,17,2025-08-20 11:00:00,6730.1356,7934.5875,matched,,1204.4519
22170,2025-08-19 18:00:00,18,2025-08-20 12:00:00,5992.2683,7723.5375,matched,,1731.2692
22171,2025-08-19 18:00:00,19,2025-08-20 13:00:00,7014.739,8693.775,matched,,1679.036
22172,2025-08-19 18:00:00,20,2025-08-20 14:00:00,6280.3,7401.375,matched,,1121.075
22173,2025-08-19 18:00:00,21,2025-08-20 15:00:00,5863.3248,6110.9625,matched,,247.6377
22174,2025-08-19 18:00:00,22,2025-08-20 16:00:00,5102.325,5102.325,matched,,0
22175,2025-08-19 18:00:00,23,2025-08-20 17:00:00,2922.591,2672.2125,matched,,250.3785
22176,2025-08-19 18:00:00,24,2025-08-20 18:00:00,831.7731,694.575,matched,,137.1981
22177,2025-08-20 00:00:00,1,2025-08-20 01:00:00,0,0,matched,,0
22178,2025-08-20 00:00:00,2,2025-08-20 02:00:00,0,0,matched,,0
22179,2025-08-20 00:00:00,3,2025-08-20 03:00:00,0,0,matched,,0
22180,2025-08-20 00:00:00,4,2025-08-20 04:00:00,0,0,matched,,0
22181,2025-08-20 00:00:00,5,2025-08-20 05:00:00,0,0,matched,,0
22182,2025-08-20 00:00:00,6,2025-08-20 06:00:00,575.5033,561.3,matched,,14.2033
22183,2025-08-20 00:00:00,7,2025-08-20 07:00:00,2148.4874,2016.975,matched,,131.5124
22184,2025-08-20 00:00:00,8,2025-08-20 08:00:00,3567.8032,3412.0875,matched,,155.7157
22185,2025-08-20 00:00:00,9,2025-08-20 09:00:00,5712.2067,5213.1375,matched,,499.0692
22186,2025-08-20 00:00:00,10,2025-08-20 10:00:00,7801.8341,7517.0625,matched,,284.7716
22187,2025-08-20 00:00:00,11,2025-08-20 11:00:00,7396.5973,7934.5875,matched,,537.9902
22188,2025-08-20 00:00:00,12,2025-08-20 12:00:00,7014.672,7723.5375,matched,,708.8655
22189,2025-08-20 00:00:00,13,2025-08-20 13:00:00,8186.4437,8693.775,matched,,507.3313
22190,2025-08-20 00:00:00,14,2025-08-20 14:00:00,6228.7299,7401.375,matched,,1172.6451
22191,2025-08-20 00:00:00,15,2025-08-20 15:00:00,5534.1039,6110.9625,matched,,576.8586
22192,2025-08-20 00:00:00,16,2025-08-20 16:00:00,5102.325,5102.325,matched,,0
22193,2025-08-20 00:00:00,17,2025-08-20 17:00:00,2975.6625,2672.2125,matched,,303.45
22194,2025-08-20 00:00:00,18,2025-08-20 18:00:00,768.2103,694.575,matched,,73.6353
22195,2025-08-20 00:00:00,19,2025-08-20 19:00:00,0,0,matched,,0
22196,2025-08-20 00:00:00,20,2025-08-20 20:00:00,0,0,matched,,0
22197,2025-08-20 00:00:00,21,2025-08-20 21:00:00,0,0,matched,,0
22198,2025-08-20 00:00:00,22,2025-08-20 22:00:00,0,0,matched,,0
22199,2025-08-20 00:00:00,23,2025-08-20 23:00:00,0,0,matched,,0
22200,2025-08-20 00:00:00,24,2025-08-21 00:00:00,0,0,matched,,0
22201,2025-08-20 06:00:00,1,2025-08-20 07:00:00,2005.8126,2016.975,matched,,11.1624
22202,2025-08-20 06:00:00,2,2025-08-20 08:00:00,3344.2487,3412.0875,matched,,67.8388
22203,2025-08-20 06:00:00,3,2025-08-20 09:00:00,5102.0934,5213.1375,matched,,111.0441
22204,2025-08-20 06:00:00,4,2025-08-20 10:00:00,7389.0268,7517.0625,matched,,128.0357
22205,2025-08-20 06:00:00,5,2025-08-20 11:00:00,7973.904,7934.5875,matched,,39.3165
22206,2025-08-20 06:00:00,6,2025-08-20 12:00:00,8017.7433,7723.5375,matched,,294.2058
22207,2025-08-20 06:00:00,7,2025-08-20 13:00:00,9340.0125,8693.775,matched,,646.2375
22208,2025-08-20 06:00:00,8,2025-08-20 14:00:00,7733.8976,7401.375,matched,,332.5226
22209,2025-08-20 06:00:00,9,2025-08-20 15:00:00,6322.6629,6110.9625,matched,,211.7004
22210,2025-08-20 06:00:00,10,2025-08-20 16:00:00,4984.0536,5102.325,matched,,118.2714
22211,2025-08-20 06:00:00,11,2025-08-20 17:00:00,2429.8011,2672.2125,matched,,242.4114
22212,2025-08-20 06:00:00,12,2025-08-20 18:00:00,637.0437,694.575,matched,,57.5313
22213,2025-08-20 06:00:00,13,2025-08-20 19:00:00,0,0,matched,,0
22214,2025-08-20 06:00:00,14,2025-08-20 20:00:00,0,0,matched,,0
22215,2025-08-20 06:00:00,15,2025-08-20 21:00:00,0,0,matched,,0
22216,2025-08-20 06:00:00,16,2025-08-20 22:00:00,0,0,matched,,0
22217,2025-08-20 06:00:00,17,2025-08-20 23:00:00,0,0,matched,,0
22218,2025-08-20 06:00:00,18,2025-08-21 00:00:00,0,0,matched,,0
22219,2025-08-20 06:00:00,19,2025-08-21 01:00:00,0,0,matched,,0
22220,2025-08-20 06:00:00,20,2025-08-21 02:00:00,0,0,matched,,0
22221,2025-08-20 06:00:00,21,2025-08-21 03:00:00,0,0,matched,,0
22222,2025-08-20 06:00:00,22,2025-08-21 04:00:00,0,0,matched,,0
22223,2025-08-20 06:00:00,23,2025-08-21 05:00:00,0,0,matched,,0
22224,2025-08-20 06:00:00,24,2025-08-21 06:00:00,441.5773,661.6125,matched,,220.0352
22225,2025-08-20 12:00:00,1,2025-08-20 13:00:00,8778.5128,8693.775,matched,,84.7378
22226,2025-08-20 12:00:00,2,2025-08-20 14:00:00,7574.7866,7401.375,matched,,173.4116
22227,2025-08-20 12:00:00,3,2025-08-20 15:00:00,6282.3634,6110.9625,matched,,171.4009
22228,2025-08-20 12:00:00,4,2025-08-20 16:00:00,5030.3197,5102.325,matched,,72.0053
22229,2025-08-20 12:00:00,5,2025-08-20 17:00:00,2689.103,2672.2125,matched,,16.8905
22230,2025-08-20 12:00:00,6,2025-08-20 18:00:00,668.3786,694.575,matched,,26.1964
22231,2025-08-20 12:00:00,7,2025-08-20 19:00:00,0,0,matched,,0
22232,2025-08-20 12:00:00,8,2025-08-20 20:00:00,0,0,matched,,0
22233,2025-08-20 12:00:00,9,2025-08-20 21:00:00,0,0,matched,,0
22234,2025-08-20 12:00:00,10,2025-08-20 22:00:00,0,0,matched,,0
22235,2025-08-20 12:00:00,11,2025-08-20 23:00:00,0,0,matched,,0
22236,2025-08-20 12:00:00,12,2025-08-21 00:00:00,0,0,matched,,0
22237,2025-08-20 12:00:00,13,2025-08-21 01:00:00,0,0,matched,,0
22238,2025-08-20 12:00:00,14,2025-08-21 02:00:00,0,0,matched,,0
22239,2025-08-20 12:00:00,15,2025-08-21 03:00:00,0,0,matched,,0
22240,2025-08-20 12:00:00,16,2025-08-21 04:00:00,0,0,matched,,0
22241,2025-08-20 12:00:00,17,2025-08-21 05:00:00,0,0,matched,,0
22242,2025-08-20 12:00:00,18,2025-08-21 06:00:00,712.2993,661.6125,matched,,50.6868
22243,2025-08-20 12:00:00,19,2025-08-21 07:00:00,2507.5024,2637.4875,matched,,129.9851
22244,2025-08-20 12:00:00,20,2025-08-21 08:00:00,3462.0306,4649.5875,matched,,1187.5569
22245,2025-08-20 12:00:00,21,2025-08-21 09:00:00,5560.8793,6482.0625,matched,,921.1832
22246,2025-08-20 12:00:00,22,2025-08-21 10:00:00,6466.9092,7687.3875,matched,,1220.4783
22247,2025-08-20 12:00:00,23,2025-08-21 11:00:00,7346.7036,8984.8875,matched,,1638.1839
22248,2025-08-20 12:00:00,24,2025-08-21 12:00:00,6952.4634,8279.5875,matched,,1327.1241
22249,2025-08-20 18:00:00,1,2025-08-20 19:00:00,0,0,matched,,0
22250,2025-08-20 18:00:00,2,2025-08-20 20:00:00,0,0,matched,,0
22251,2025-08-20 18:00:00,3,2025-08-20 21:00:00,0,0,matched,,0
22252,2025-08-20 18:00:00,4,2025-08-20 22:00:00,0,0,matched,,0
22253,2025-08-20 18:00:00,5,2025-08-20 23:00:00,0,0,matched,,0
22254,2025-08-20 18:00:00,6,2025-08-21 00:00:00,0,0,matched,,0
22255,2025-08-20 18:00:00,7,2025-08-21 01:00:00,0,0,matched,,0
22256,2025-08-20 18:00:00,8,2025-08-21 02:00:00,0,0,matched,,0
22257,2025-08-20 18:00:00,9,2025-08-21 03:00:00,0,0,matched,,0
22258,2025-08-20 18:00:00,10,2025-08-21 04:00:00,0,0,matched,,0
22259,2025-08-20 18:00:00,11,2025-08-21 05:00:00,0,0,matched,,0
22260,2025-08-20 18:00:00,12,2025-08-21 06:00:00,773.6575,661.6125,matched,,112.045
22261,2025-08-20 18:00:00,13,2025-08-21 07:00:00,2988.675,2637.4875,matched,,351.1875
22262,2025-08-20 18:00:00,14,2025-08-21 08:00:00,5050.05,4649.5875,matched,,400.4625
22263,2025-08-20 18:00:00,15,2025-08-21 09:00:00,7292.1,6482.0625,matched,,810.0375
22264,2025-08-20 18:00:00,16,2025-08-21 10:00:00,8438.8784,7687.3875,matched,,751.4909
22265,2025-08-20 18:00:00,17,2025-08-21 11:00:00,9567.1256,8984.8875,matched,,582.2381
22266,2025-08-20 18:00:00,18,2025-08-21 12:00:00,8358.8132,8279.5875,matched,,79.2257
22267,2025-08-20 18:00:00,19,2025-08-21 13:00:00,7813.5187,8416.6125,matched,,603.0938
22268,2025-08-20 18:00:00,20,2025-08-21 14:00:00,6263.3861,7270.0125,matched,,1006.6264
22269,2025-08-20 18:00:00,21,2025-08-21 15:00:00,4390.698,6144.6375,matched,,1753.9395
22270,2025-08-20 18:00:00,22,2025-08-21 16:00:00,3116.3824,5016.1125,matched,,1899.7301
22271,2025-08-20 18:00:00,23,2025-08-21 17:00:00,1547.5336,2712.975,matched,,1165.4414
22272,2025-08-20 18:00:00,24,2025-08-21 18:00:00,416.1177,653.175,matched,,237.0573
22273,2025-08-21 00:00:00,1,2025-08-21 01:00:00,0,0,matched,,0
22274,2025-08-21 00:00:00,2,2025-08-21 02:00:00,0,0,matched,,0
22275,2025-08-21 00:00:00,3,2025-08-21 03:00:00,0,0,matched,,0
22276,2025-08-21 00:00:00,4,2025-08-21 04:00:00,0,0,matched,,0
22277,2025-08-21 00:00:00,5,2025-08-21 05:00:00,0,0,matched,,0
22278,2025-08-21 00:00:00,6,2025-08-21 06:00:00,629.1459,661.6125,matched,,32.4666
22279,2025-08-21 00:00:00,7,2025-08-21 07:00:00,2595.7154,2637.4875,matched,,41.7721
22280,2025-08-21 00:00:00,8,2025-08-21 08:00:00,4282.3562,4649.5875,matched,,367.2313
22281,2025-08-21 00:00:00,9,2025-08-21 09:00:00,5970.9369,6482.0625,matched,,511.1256
22282,2025-08-21 00:00:00,10,2025-08-21 10:00:00,7424.8264,7687.3875,matched,,262.5611
22283,2025-08-21 00:00:00,11,2025-08-21 11:00:00,8481.9752,8984.8875,matched,,502.9123
22284,2025-08-21 00:00:00,12,2025-08-21 12:00:00,7749.3286,8279.5875,matched,,530.2589
22285,2025-08-21 00:00:00,13,2025-08-21 13:00:00,8287.5767,8416.6125,matched,,129.0358
22286,2025-08-21 00:00:00,14,2025-08-21 14:00:00,6740.4573,7270.0125,matched,,529.5552
22287,2025-08-21 00:00:00,15,2025-08-21 15:00:00,5810.7035,6144.6375,matched,,333.934
22288,2025-08-21 00:00:00,16,2025-08-21 16:00:00,5010.0417,5016.1125,matched,,6.0708
22289,2025-08-21 00:00:00,17,2025-08-21 17:00:00,2975.6625,2712.975,matched,,262.6875
22290,2025-08-21 00:00:00,18,2025-08-21 18:00:00,686.2071,653.175,matched,,33.0321
22291,2025-08-21 00:00:00,19,2025-08-21 19:00:00,0,0,matched,,0
22292,2025-08-21 00:00:00,20,2025-08-21 20:00:00,0,0,matched,,0
22293,2025-08-21 00:00:00,21,2025-08-21 21:00:00,0,0,matched,,0
22294,2025-08-21 00:00:00,22,2025-08-21 22:00:00,0,0,matched,,0
22295,2025-08-21 00:00:00,23,2025-08-21 23:00:00,0,0,matched,,0
22296,2025-08-21 00:00:00,24,2025-08-22 00:00:00,0,0,matched,,0
22297,2025-08-21 06:00:00,1,2025-08-21 07:00:00,2597.6144,2637.4875,matched,,39.8731
22298,2025-08-21 06:00:00,2,2025-08-21 08:00:00,4539.6294,4649.5875,matched,,109.9581
22299,2025-08-21 06:00:00,3,2025-08-21 09:00:00,6327.0313,6482.0625,matched,,155.0312
22300,2025-08-21 06:00:00,4,2025-08-21 10:00:00,7377.6817,7687.3875,matched,,309.7058
22301,2025-08-21 06:00:00,5,2025-08-21 11:00:00,8977.9646,8984.8875,matched,,6.9229
22302,2025-08-21 06:00:00,6,2025-08-21 12:00:00,8634.5516,8279.5875,matched,,354.9641
22303,2025-08-21 06:00:00,7,2025-08-21 13:00:00,8861.2687,8416.6125,matched,,444.6562
22304,2025-08-21 06:00:00,8,2025-08-21 14:00:00,7610.0158,7270.0125,matched,,340.0033
22305,2025-08-21 06:00:00,9,2025-08-21 15:00:00,6750.882,6144.6375,matched,,606.2445
22306,2025-08-21 06:00:00,10,2025-08-21 16:00:00,4673.591,5016.1125,matched,,342.5215
22307,2025-08-21 06:00:00,11,2025-08-21 17:00:00,2460.4067,2712.975,matched,,252.5683
22308,2025-08-21 06:00:00,12,2025-08-21 18:00:00,532.0618,653.175,matched,,121.1132
22309,2025-08-21 06:00:00,13,2025-08-21 19:00:00,0,0,matched,,0
22310,2025-08-21 06:00:00,14,2025-08-21 20:00:00,0,0,matched,,0
22311,2025-08-21 06:00:00,15,2025-08-21 21:00:00,0,0,matched,,0
22312,2025-08-21 06:00:00,16,2025-08-21 22:00:00,0,0,matched,,0
22313,2025-08-21 06:00:00,17,2025-08-21 23:00:00,0,0,matched,,0
22314,2025-08-21 06:00:00,18,2025-08-22 00:00:00,0,0,matched,,0
22315,2025-08-21 06:00:00,19,2025-08-22 01:00:00,0,0,matched,,0
22316,2025-08-21 06:00:00,20,2025-08-22 02:00:00,0,0,matched,,0
22317,2025-08-21 06:00:00,21,2025-08-22 03:00:00,0,0,matched,,0
22318,2025-08-21 06:00:00,22,2025-08-22 04:00:00,0,0,matched,,0
22319,2025-08-21 06:00:00,23,2025-08-22 05:00:00,0,0,matched,,0
22320,2025-08-21 06:00:00,24,2025-08-22 06:00:00,573.7758,680.175,matched,,106.3992
22321,2025-08-21 12:00:00,1,2025-08-21 13:00:00,8483.7024,8416.6125,matched,,67.0899
22322,2025-08-21 12:00:00,2,2025-08-21 14:00:00,7310.3829,7270.0125,matched,,40.3704
22323,2025-08-21 12:00:00,3,2025-08-21 15:00:00,6114.5743,6144.6375,matched,,30.0632
22324,2025-08-21 12:00:00,4,2025-08-21 16:00:00,4910.8913,5016.1125,matched,,105.2212
22325,2025-08-21 12:00:00,5,2025-08-21 17:00:00,2842.5951,2712.975,matched,,129.6201
22326,2025-08-21 12:00:00,6,2025-08-21 18:00:00,688.3827,653.175,matched,,35.2077
22327,2025-08-21 12:00:00,7,2025-08-21 19:00:00,0,0,matched,,0
22328,2025-08-21 12:00:00,8,2025-08-21 20:00:00,0,0,matched,,0
22329,2025-08-21 12:00:00,9,2025-08-21 21:00:00,0,0,matched,,0
22330,2025-08-21 12:00:00,10,2025-08-21 22:00:00,0,0,matched,,0
22331,2025-08-21 12:00:00,11,2025-08-21 23:00:00,0,0,matched,,0
22332,2025-08-21 12:00:00,12,2025-08-22 00:00:00,0,0,matched,,0
22333,2025-08-21 12:00:00,13,2025-08-22 01:00:00,0,0,matched,,0
22334,2025-08-21 12:00:00,14,2025-08-22 02:00:00,0,0,matched,,0
22335,2025-08-21 12:00:00,15,2025-08-22 03:00:00,0,0,matched,,0
22336,2025-08-21 12:00:00,16,2025-08-22 04:00:00,0,0,matched,,0
22337,2025-08-21 12:00:00,17,2025-08-22 05:00:00,0,0,matched,,0
22338,2025-08-21 12:00:00,18,2025-08-22 06:00:00,680.2123,680.175,matched,,0.0373
22339,2025-08-21 12:00:00,19,2025-08-22 07:00:00,2988.675,2726.55,matched,,262.125
22340,2025-08-21 12:00:00,20,2025-08-22 08:00:00,5050.05,4793.5875,matched,,256.4625
22341,2025-08-21 12:00:00,21,2025-08-22 09:00:00,7292.1,6942.3,matched,,349.8
22342,2025-08-21 12:00:00,22,2025-08-22 10:00:00,8698.6875,8021.925,matched,,676.7625
22343,2025-08-21 12:00:00,23,2025-08-22 11:00:00,8901.7844,8707.65,matched,,194.1344
22344,2025-08-21 12:00:00,24,2025-08-22 12:00:00,8582.0861,9318.5625,matched,,736.4764
22345,2025-08-21 18:00:00,1,2025-08-21 19:00:00,0,0,matched,,0
22346,2025-08-21 18:00:00,2,2025-08-21 20:00:00,0,0,matched,,0
22347,2025-08-21 18:00:00,3,2025-08-21 21:00:00,0,0,matched,,0
22348,2025-08-21 18:00:00,4,2025-08-21 22:00:00,0,0,matched,,0
22349,2025-08-21 18:00:00,5,2025-08-21 23:00:00,0,0,matched,,0
22350,2025-08-21 18:00:00,6,2025-08-22 00:00:00,0,0,matched,,0
22351,2025-08-21 18:00:00,7,2025-08-22 01:00:00,0,0,matched,,0
22352,2025-08-21 18:00:00,8,2025-08-22 02:00:00,0,0,matched,,0
22353,2025-08-21 18:00:00,9,2025-08-22 03:00:00,0,0,matched,,0
22354,2025-08-21 18:00:00,10,2025-08-22 04:00:00,0,0,matched,,0
22355,2025-08-21 18:00:00,11,2025-08-22 05:00:00,0,0,matched,,0
22356,2025-08-21 18:00:00,12,2025-08-22 06:00:00,677.0555,680.175,matched,,3.1195
22357,2025-08-21 18:00:00,13,2025-08-22 07:00:00,2720.0449,2726.55,matched,,6.5051
22358,2025-08-21 18:00:00,14,2025-08-22 08:00:00,4621.9558,4793.5875,matched,,171.6317
22359,2025-08-21 18:00:00,15,2025-08-22 09:00:00,5159.1628,6942.3,matched,,1783.1372
22360,2025-08-21 18:00:00,16,2025-08-22 10:00:00,7154.0605,8021.925,matched,,867.8645
22361,2025-08-21 18:00:00,17,2025-08-22 11:00:00,8342.7576,8707.65,matched,,364.8924
22362,2025-08-21 18:00:00,18,2025-08-22 12:00:00,9891.9,9318.5625,matched,,573.3375
22363,2025-08-21 18:00:00,19,2025-08-22 13:00:00,9340.0125,8334.15,matched,,1005.8625
22364,2025-08-21 18:00:00,20,2025-08-22 14:00:00,8954.8125,7502.775,matched,,1452.0375
22365,2025-08-21 18:00:00,21,2025-08-22 15:00:00,6883.0125,5422.35,matched,,1460.6625
22366,2025-08-21 18:00:00,22,2025-08-22 16:00:00,5102.325,4290.225,matched,,812.1
22367,2025-08-21 18:00:00,23,2025-08-22 17:00:00,2406.5546,2354.625,matched,,51.9296
22368,2025-08-21 18:00:00,24,2025-08-22 18:00:00,754.3183,714.6375,matched,,39.6808
22369,2025-08-22 00:00:00,1,2025-08-22 01:00:00,0,0,matched,,0
22370,2025-08-22 00:00:00,2,2025-08-22 02:00:00,0,0,matched,,0
22371,2025-08-22 00:00:00,3,2025-08-22 03:00:00,0,0,matched,,0
22372,2025-08-22 00:00:00,4,2025-08-22 04:00:00,0,0,matched,,0
