date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals
2025-05-20,PuLP HiGHS,Optimal,3.4905059,8191.441374,6997.1858,1.124955|0.726615|0.384264,3194.371601|6997.1858|10800,3194.371601,5006.760144,35380.19998,2371.8337,37752.03368,32745.27353,58048.52388,643.4016344,55012.96201,3035.561865,17906.19918,15578.85135,3686.178666,1200,10800,4.547473509e-13,9.094947018e-13,6997.1858,8191.441374,6997.1858,1835.102092,6008.745044,41388.94502,56106.13617,1942.387711,1309.402729,16733.00384,14628.56313,2123.483564,29
2025-05-21,PuLP HiGHS,Optimal,4.6754373,6997.1858,7083.538104,1.124955|0.726615|0.384264,3366.75276|7083.37638|10800,3366.75276,5138.053823,36623.86817,2255.357133,38879.2253,33741.17148,60669.44454,615.3578003,57604.54577,3064.898772,18489.43728,14898.87268,3919.127947,1200,10800,1.136868377e-13,1.818989404e-12,7083.37638,6997.1858,7083.538104,1213.508568,4763.597889,41387.46606,57672.90109,2996.543454,4248.31506,16830.32759,13554.84827,3003.134096,35
2025-05-22,PuLP HiGHS,Optimal,4.4616637,7083.538104,7489.921591,1.124955|0.726615|0.384264,4179.843182|7489.921591|10800,4179.843182,5757.34211,36299.13072,2652.064112,38951.19483,33193.85272,60267.83344,708.1548282,57136.69566,3131.137775,19400.7721,15348.88026,4046.779952,1200,10800,0,1.818989404e-12,7489.921591,7083.538104,7489.921591,589.3085918,2923.854752,39222.98547,57530.0928,2737.740634,3446.243958,18372.53411,14516.00749,1861.110768,30
2025-05-23,PuLP HiGHS,Optimal,3.2907536,7489.921591,7731.54591,1.124955|0.726615|0.384264,4332.106424|7566.053212|10800,4332.106424,5873.313027,15458.49626,1168.281001,16626.77726,10753.46423,29331.03655,301.0378711,27362.69424,1968.34231,21316.34992,17197.72497,18699.88559,1200,10800,4.547473509e-13,9.094947018e-13,7566.053212,7489.921591,7731.54591,424.2588433,1689.508586,17148.00484,27170.61898,2160.417569,17632.4148,17495.01186,13953.49772,7065.565318,34
2025-05-24,PuLP HiGHS,Optimal,2.8401762,7731.54591,7760.463364,1.124955|0.726615|0.384264,4153.532363|7476.766182|10800,4153.532363,5737.302541,15716.28545,1301.446442,17017.73189,11280.42935,29598.61489,331.615613,27552.19468,2046.420214,22356.10811,18337.74932,18216.43375,1200,10800,4.547473509e-13,4.547473509e-13,7476.766182,7731.54591,7760.463364,202.7686398,820.6695276,16536.95497,27215.40764,2383.207255,20364.13762,17229.00822,13929.47095,9535.378253,36
2025-05-25,PuLP HiGHS,Optimal,4.5020724,7760.463364,7091.152257,1.124955|0.726615|0.384264,3382.304514|7091.152257|10800,3382.304514,5149.898778,35757.19674,2549.531684,38306.72843,33156.82965,59346.95559,679.6893371,56414.49309,2932.462502,18370.03444,15482.1079,4090.650912,1200,10800,9.094947018e-13,9.094947018e-13,7091.152257,7760.463364,7091.152257,448.9117361,2182.273389,37939.47013,55740.81025,3606.145338,5086.785648,16633.19027,14075.26412,3143.687954,32
2025-05-26,PuLP HiGHS,Optimal,4.3179824,7091.152257,7146.107114,1.124955|0.726615|0.384264,3382.458276|7091.229138|10800,3382.458276,5150.01589,35705.57701,2473.943454,38179.52046,33029.50457,58978.97518,696.8999029,56010.42127,2968.553905,18401.85859,14905.43627,4523.494821,1200,10800,9.094947018e-13,9.094947018e-13,7091.229138,7091.152257,7146.107114,3386.119339,12656.39092,48361.96793,56334.35236,2644.622819,1650.276932,18110.01287,14619.65105,577.630939,17
2025-05-27,PuLP HiGHS,Optimal,4.2278786,7146.107114,7712.768933,1.124955|0.726615|0.384264,4625.537866|7712.768933|10800,4625.537866,6096.804352,37384.0151,2872.720947,40256.73604,34159.93169,61875.00045,757.2385826,58525.38023,3349.620223,18871.77806,14776.14459,4564.775491,1200,10800,5.684341886e-13,9.094947018e-13,7712.768933,7146.107114,7712.768933,389.1056043,1249.655685,38633.67078,57141.41965,4733.580801,4291.530193,17571.74803,13723.12027,2353.054355,30
2025-05-28,PuLP HiGHS,Optimal,3.2333554,7712.768933,8304.467502,1.124955|0.726615|0.384264,5808.935004|8304.467502|10800,5808.935004,6998.135823,37399.52273,2966.225994,40365.74872,33367.6129,61685.68718,777.3983928,58173.07848,3512.608706,19270.47003,15076.55202,4653.811933,1200,10800,3.410605132e-13,9.094947018e-13,8304.467502,7712.768933,8304.467502,1901.23831,5362.099831,42761.62256,58035.81618,3649.871007,3575.319826,18712.53605,14624.62549,1009.860511,21
2025-05-29,PuLP HiGHS,Optimal,5.6888625,8304.467502,7149.062065,1.124955|0.726615|0.384264,3498.12413|7149.062065|10800,3498.12413,5238.112499,35202.70244,2936.652475,38139.35491,32901.24241,57941.6523,808.7835129,55011.98365,2929.668647,17449.48672,15173.94914,4576.757853,1200,10800,1.227817847e-11,1.818989404e-12,7149.062065,8304.467502,7149.062065,1844.873689,7139.849287,42342.55172,56195.08804,1746.564261,1746.072289,16966.47807,14782.71213,874.2456605,16
2025-05-30,PuLP HiGHS,Optimal,2.8270889,7149.062065,7630.878439,1.124955|0.726615|0.384264,4094.861081|7447.430541|10800,4094.861081,5692.615705,15245.34494,1147.425507,16392.77044,10700.15474,29225.24625,301.4138955,27253.97671,1971.269545,21668.8637,17283.24797,18594.14889,1200,10800,4.547473509e-13,9.094947018e-13,7447.430541,7149.062065,7630.878439,798.5012197,3392.983347,18638.32828,27164.89221,2060.354042,17640.06515,17334.00144,13606.90643,8011.203793,37
2025-05-31,PuLP HiGHS,Optimal,2.4535842,7630.878439,7738.714878,1.124955|0.726615|0.384264,4377.197536|7588.598768|10800,4377.197536,5907.65656,15307.91052,1258.761128,16566.67165,10659.01509,29134.64527,320.694707,27212.62098,1922.024295,19959.21716,16205.01761,19234.79469,1200,10800,5.343281373e-12,1.818989404e-12,7588.598768,7630.878439,7738.714878,596.7660608,2227.000226,17534.91074,26952.36084,2182.284436,15708.2491,17656.01818,14204.32193,4303.894669,19
2025-06-01,PuLP HiGHS,Optimal,4.9915255,7738.714878,7500.277049,1.124955|0.726615|0.384264,4200.554098|7500.277049|10800,4200.554098,5773.116527,36628.21946,2222.550531,38850.76999,33077.65346,60697.24172,647.7905511,57430.25865,3266.983065,18778.08399,15424.84208,3893.068316,1200,10800,3.126388037e-13,1.818989404e-12,7500.277049,7738.714878,7500.277049,14038.75445,53753.71968,90381.93913,60486.7672,210.4745185,0,18501.52317,15200.82781,500.5750974,13
2025-06-02,PuLP HiGHS,Optimal,3.4702518,7500.277049,7381.262465,1.124955|0.726615|0.384264,3962.524929|7381.262465|10800,3962.524929,5591.822206,37546.60227,3234.39981,40781.00208,35189.17987,62423.96198,865.6664056,58895.44913,3528.512852,19011.04143,15506.05668,3513.578753,1200,10800,4.547473509e-13,9.094947018e-13,7381.262465,7500.277049,7381.262465,11696.92388,47786.20912,85332.81139,61754.40625,669.5557303,1314.811526,18962.23308,15466.52192,88.3431037,4
2025-06-03,PuLP HiGHS,Optimal,3.6075616,7381.262465,7376.643963,1.124955|0.726615|0.384264,3953.287926|7376.643963|10800,3953.287926,5584.786865,38033.31123,2798.714721,40832.02595,35247.23909,63487.8745,759.2402663,59925.87167,3562.002831,19795.11262,16038.19788,3656.152253,1200,10800,9.094947018e-13,9.094947018e-13,7376.643963,7381.262465,7376.643963,8994.930317,37230.95524,75264.26647,63226.84344,261.0310612,281.127628,19749.66289,16001.38359,82.2640181,6
2025-06-04,PuLP HiGHS,Optimal,3.6157158,7376.643963,7588.598875,1.124955|0.726615|0.384264,4377.197751|7588.598875|10800,4377.197751,5907.656724,39084.27891,2713.189534,41797.46844,35889.81172,65445.6006,705.9525208,61809.6357,3635.964907,20829.12422,16680.8312,3250.953637,1200,10800,4.547473509e-13,9.094947018e-13,7588.598875,7376.643963,7588.598875,8524.142486,31761.30576,70845.58467,65318.6454,126.9551979,186.2296221,20108.0949,16096.79745,1305.063074,25
2025-06-05,PuLP HiGHS,Optimal,4.9836182,7588.598875,8165.741887,1.124955|0.726615|0.384264,5531.483774|8165.741887|10800,5531.483774,6786.815787,41305.2619,4629.921902,45935.1838,39148.36802,68675.50336,1208.879218,64635.14921,4040.354145,21927.93481,17242.19849,3295.146625,1200,10800,9.094947018e-13,1.818989404e-12,8165.741887,7588.598875,8165.741887,8003.687984,30381.45063,71686.71253,68377.44709,298.056269,626.5486214,21504.41961,16899.15117,766.5625178,12
2025-06-06,PuLP HiGHS,Optimal,3.1028125,8165.741887,7274.94724,1.124955|0.726615|0.384264,3749.894481|7274.94724|10800,3749.894481,5429.872757,15145.50303,1637.859308,16783.36234,11353.48959,28694.43198,419.2848767,26635.33691,2059.095073,18249.95342,15584.17745,12349.39267,1200,10800,3.410605132e-13,2.273736754e-13,7274.94724,8165.741887,7274.94724,7990.680282,33184.99619,48330.49922,28446.50786,247.9241251,3094.239374,17314.04498,14826.09162,1693.994278,13
2025-06-07,PuLP HiGHS,Optimal,3.5000401,7274.94724,7469.675791,1.124955|0.726615|0.384264,4139.351583|7469.675791|10800,4139.351583,5726.501785,16310.73916,2900.994543,19211.7337,13485.23192,30813.8233,763.4223082,28488.11524,2325.708065,17632.9731,14107.45252,9968.740085,1200,10800,4.547473509e-13,9.094947018e-13,7469.675791,7274.94724,7469.675791,6075.52507,24996.54606,41307.28522,30422.95093,390.8723755,1902.65988,17337.09082,13867.78787,535.5469297,11
2025-06-08,PuLP HiGHS,Optimal,4.0117831,7469.675791,8367.18875,1.124955|0.726615|0.384264,5934.377501|8367.18875|10800,5934.377501,7093.678787,51278.11409,4104.823458,55382.93755,48289.25876,82486.35631,1063.748548,77842.35515,4644.001159,23733.46468,18416.34473,2250.454872,1200,10800,9.094947018e-13,9.094947018e-13,8367.18875,7469.675791,8367.18875,155.4428,626.6500551,51904.76414,71441.24512,11045.11119,2143.852133,18211.32029,13943.40777,9995.081347,37
2025-06-09,PuLP HiGHS,Optimal,3.227928,8367.18875,7499.137275,1.124955|0.726615|0.384264,4198.274551|7499.137275|10800,4198.274551,5771.380316,48975.69365,4279.215162,53254.90881,47483.52849,78588.77937,1095.012521,74178.8194,4409.95997,21368.83169,18090,2344.01196,1200,10800,4.547473509e-13,4.547473509e-13,7499.137275,8367.18875,7499.137275,1425.782827,5152.897202,54128.59085,73278.81659,5309.96278,909.1804248,19178.6978,16315.99155,3964.14235,27
2025-06-10,PuLP HiGHS,Optimal,2.9919588,7499.137275,7707.43946,1.124955|0.726615|0.384264,4614.878921|7707.43946|10800,4614.878921,6088.685993,49822.0384,3631.779581,53453.81799,47365.13199,80264.2378,930.9962237,76079.4554,4184.782403,22755.67979,18244.62866,2341.550236,1200,10800,9.094947018e-13,1.818989404e-12,7707.43946,7499.137275,7707.43946,917.3352102,3225.183719,53047.22212,75661.00999,4603.227811,749.97215,21170.82552,16960.8967,2868.586234,28
2025-06-11,PuLP HiGHS,Optimal,2.6095625,7707.43946,7712.768764,1.124955|0.726615|0.384264,4625.537527|7712.768764|10800,4625.537527,6096.804094,50069.75737,3315.077549,53384.83492,47288.03083,81184.79161,859.6170275,76718.70437,4466.08724,22881.75531,18529.42543,2378.496917,1200,10800,9.094947018e-13,4.547473509e-13,7712.768764,7707.43946,7712.768764,3002.2809,13975.59269,64045.35006,77383.63094,3801.160671,0,22614.04816,18312.58264,484.5499305,8
2025-06-12,PuLP HiGHS,Optimal,4.3865727,7712.768764,8253.664666,1.124955|0.726615|0.384264,5707.329332|8253.664666|10800,5707.329332,6920.748117,51301.99369,3464.356009,54766.3497,47845.60158,82619.0346,907.117858,78071.59389,4547.440711,23350.31557,18426.9493,2576.077833,1200,10800,4.547473509e-13,1.818989404e-12,8253.664666,7712.768764,8253.664666,966.1602487,4053.173841,55355.16753,76329.12009,6289.914504,275.9031667,21474.62857,16907.64283,3394.993476,27
2025-06-13,PuLP HiGHS,Optimal,3.4734564,8253.664666,7960.947385,1.124955|0.726615|0.384264,4881.574102|7840.787051|10800,4881.574102,6291.813711,22131.78825,3379.790704,25511.57896,19219.76525,38470.32678,889.1769432,36050.6349,2419.691885,16903.00417,14063.02323,7532.016227,1200,10800,0,1.818989404e-12,7840.787051,8253.664666,7960.947385,791.7989087,3794.857182,25926.64544,35536.57875,2933.748034,5126.338794,16421.95113,13565.22597,978.8502945,24
2025-06-14,PuLP HiGHS,Optimal,3.1801526,7960.947385,7766.754189,1.124955|0.726615|0.384264,4557.562541|7678.781271|10800,4557.562541,6045.031115,21939.66746,2295.730957,24235.39842,18190.3673,38176.16182,607.172405,35826.64394,2349.517881,17251.41095,14227.59237,6687.393428,1200,10800,0,1.818989404e-12,7678.781271,7960.947385,7766.754189,327.0033376,985.9327546,22925.60022,35834.90696,2341.254867,7062.872621,16212.99368,13307.29876,1958.710881,30
2025-06-15,PuLP HiGHS,Optimal,3.4599378,7766.754189,7726.08551,1.124955|0.726615|0.384264,4625.140428|7712.570214|10800,4625.140428,6096.501644,51891.69543,5602.578772,57494.2742,51397.77255,82888.91433,1432.339649,77582.24792,5306.666412,22843.51657,18552.014,2561.941745,1200,10800,2.842170943e-13,4.547473509e-13,7712.570214,7766.754189,7726.08551,409.0923144,1884.399653,53776.09508,74148.19121,8740.723118,0,20878.47896,16948.16977,3568.881833,28
2025-06-16,PuLP HiGHS,Optimal,3.4563512,7726.08551,7827.469727,1.124955|0.726615|0.384264,4854.939453|7827.469727|10800,4854.939453,6271.527497,51477.55115,4569.2188,56046.76995,49775.24246,82697.24728,1160.544288,78001.89263,4695.354647,22878.3541,18440.22103,2352.947652,1200,10800,9.094947018e-13,4.547473509e-13,7827.469727,7726.08551,7827.469727,700.1632827,2837.72255,54315.2737,76439.10695,6258.140326,196.5744167,21881.03793,17632.39493,1805.142281,19
2025-06-17,PuLP HiGHS,Optimal,2.9000811,7827.469727,8165.741906,1.124955|0.726615|0.384264,5531.483813|8165.741906|10800,5531.483813,6786.815817,51767.25242,4475.251681,56242.5041,49455.68829,83283.35928,1154.900197,78468.32845,4815.030837,23435.73352,18678.49919,2306.236788,1200,10800,2.273736754e-13,2.273736754e-13,8165.741906,7827.469727,8165.741906,1685.121495,7353.716011,59120.96843,77254.81893,6028.540351,0,21044.65395,16741.72474,4327.854017,26
2025-06-18,PuLP HiGHS,Optimal,3.3961531,8165.741906,7659.435748,1.124955|0.726615|0.384264,4518.871496|7659.435748|10800,4518.871496,6015.562178,51714.94646,4188.962845,55903.90931,49888.34713,82734.61446,1060.205641,78209.42507,4525.189395,22604.10427,18765,2088.086989,1200,10800,4.547473509e-13,1.818989404e-12,7659.435748,8165.741906,7659.435748,369.1928606,1374.961323,53089.90779,73766.73397,8967.880489,159.75675,18439.2354,15391.45621,7538.412656,33
2025-06-19,PuLP HiGHS,Optimal,5.3348971,7659.435748,8028.876871,1.124955|0.726615|0.384264,5257.753741|8028.876871|10800,5257.753741,6578.329992,51587.82292,3684.870416,55272.69334,48694.36335,82694.92236,950.8887224,78000.38326,4694.539105,23788.27876,18936.00879,2369.170084,1200,10800,4.547473509e-13,4.547473509e-13,8028.876871,7659.435748,8028.876871,689.1957759,2565.457059,54153.27998,73397.67102,9297.251343,1646.430133,20254.92343,16073.99096,6395.373163,31
2025-06-20,PuLP HiGHS,Optimal,3.2848533,8028.876871,8277.974859,1.124955|0.726615|0.384264,5583.385387|8191.692693|10800,5583.385387,6826.346521,22694.63127,3820.696959,26515.32823,19688.98171,39388.82777,1027.42727,36618.26351,2770.564268,16334.88667,13084.72396,7867.335796,1200,10800,0,1.818989404e-12,8191.692693,8028.876871,8277.974859,217.7629185,572.3481621,23266.97943,35681.72683,3707.100945,10343.31842,15428.43309,12272.84262,1718.334921,27
2025-06-21,PuLP HiGHS,Optimal,3.3696183,8277.974859,8022.334614,1.124955|0.726615|0.384264,4904.610409|7852.305205|10800,4904.610409,6309.359257,21211.24452,2406.525133,23617.76965,17308.4104,36882.52039,606.0724922,34459.35621,2423.164177,18058.11689,15010.17737,6742.755797,1200,10800,0,9.094947018e-13,7852.305205,8277.974859,8022.334614,204.2154639,583.3300698,21794.57459,33020.8455,3861.674888,10782.41591,17568.32036,14460.41571,1039.558189,21
2025-06-22,PuLP HiGHS,Optimal,1.0136706,8022.334614,7837.442156,1.124955|0.726615|0.384264,4874.884313|7837.442156|10800,4874.884313,6286.718449,49120.90352,4419.788357,53540.69188,47253.97343,79205.18567,1111.97978,74692.82147,4512.3642,22127.89727,18090,2141.195173,1200,10800,9.094947018e-13,1.818989404e-12,7837.442156,8022.334614,7837.442156,793.2281026,3146.517433,52267.42096,71302.84815,7902.337523,1193.78815,19007.1064,15562.15939,5648.631481,30
2025-06-23,PuLP HiGHS,Optimal,2.656751,7837.442156,8319.030045,1.124955|0.726615|0.384264,5838.060089|8319.030045|10800,5838.060089,7020.318872,50351.61156,5001.24773,55352.85929,48332.54042,81235.38977,1296.976287,76267.36894,4968.020826,23497.73949,18599.73989,2831.770288,1200,10800,4.547473509e-13,4.547473509e-13,8319.030045,7837.442156,8319.030045,418.1472585,1354.90037,51706.51193,72371.05081,8864.338961,1282.307094,21116.71512,16671.11014,4309.654113,31
2025-06-24,PuLP HiGHS,Optimal,2.6864889,8319.030045,7699.166866,1.124955|0.726615|0.384264,4598.333732|7699.166866|10800,4598.333732,6076.084391,48288.40273,3502.982498,51791.38523,45715.30084,77739.06056,913.5268634,73447.52975,4291.530814,21673.34267,18113.28442,2873.9835,1200,10800,6.252776075e-13,4.547473509e-13,7699.166866,8319.030045,7699.166866,4982.673176,20009.39197,68297.79471,74859.86215,2879.198408,43.54666667,21516.17512,17985.97871,284.4732679,10
2025-06-25,PuLP HiGHS,Optimal,2.7489382,7699.166866,7596.852649,1.124955|0.726615|0.384264,4393.705298|7596.852649|10800,4393.705298,5920.229656,48709.41161,4123.647428,52833.05904,46912.82938,78703.0348,1061.649255,74279.54144,4423.493361,22323.57695,18174.18013,2723.722477,1200,10800,0,4.547473509e-13,7596.852649,7699.166866,7596.852649,1657.807209,6169.292778,54878.70439,72769.48703,5933.547767,86.6427,21027.96299,17124.73282,2345.061264,24
2025-06-26,PuLP HiGHS,Optimal,3.7183068,7596.852649,7551.977465,1.124955|0.726615|0.384264,4303.954931|7551.977465|10800,4303.954931,5851.871513,48674.46476,4105.956546,52780.42131,46928.54979,78441.05878,1072.199855,74039.6487,4401.41008,22726.24565,18448.64664,2492.399561,1200,10800,4.547473509e-13,9.094947018e-13,7551.977465,7596.852649,7551.977465,965.5929854,3763.577339,52438.0421,70715.38229,7725.676496,211.8237667,20853.44914,16931.68147,3389.76169,23
2025-06-27,PuLP HiGHS,Optimal,3.2019603,7551.977465,8384.154213,1.124955|0.726615|0.384264,5531.483631|8165.741815|10800,5531.483631,6786.815679,20313.80412,3174.277818,23488.08193,16701.26625,36115.73623,816.4812162,33663.90297,2451.833258,18406.37979,14356.77972,7389.674057,1200,10800,4.547473509e-13,1.818989404e-12,8165.741815,7551.977465,8384.154213,217.9245726,948.1352192,21261.93933,33405.69642,2710.039808,9693.249523,17946.13964,13787.41403,1029.60584,23
2025-06-28,PuLP HiGHS,Optimal,3.255548,8384.154213,8400.984069,1.124955|0.726615|0.384264,5770.833084|8285.416542|10800,5770.833084,6969.115591,20240.79859,3437.313238,23678.11183,16708.99624,36174.68844,875.1989947,33539.39855,2635.289892,18549.24252,15113.75035,7652.941114,1200,10800,4.547473509e-13,1.818989404e-12,8285.416542,8384.154213,8400.984069,670.6750732,2986.814947,23227.61354,33159.52427,3015.164173,8660.880438,17774.97852,14382.58573,1505.428625,26
2025-06-29,PuLP HiGHS,Optimal,4.4209365,8400.984069,7717.652083,1.124955|0.726615|0.384264,4635.304166|7717.652083|10800,4635.304166,6104.24283,48110.99278,3744.160084,51855.15287,45750.91004,77635.90988,963.1490724,73144.70977,4491.200109,22097.65633,18514.10041,2450.783222,1200,10800,9.094947018e-13,9.094947018e-13,7717.652083,8400.984069,7717.652083,1380.881507,4616.344636,52727.33742,71650.76837,5985.141513,700.0571098,19362.2264,16298.40217,4951.128162,29
2025-06-30,PuLP HiGHS,Optimal,5.6369749,7717.652083,7775.026797,1.124955|0.726615|0.384264,4710.672113|7755.336057|10800,4710.672113,6161.646638,49282.24718,5374.909476,54657.15665,48495.51001,79170.31879,1366.974719,74535.06959,4635.249209,22700.3089,18353.33464,2517.165079,1200,10800,0,1.818989404e-12,7755.336057,7717.652083,7775.026797,1544.998314,5389.608971,54671.85615,72315.67939,6854.639409,123.35635,20042.10591,16182.46854,4829.069085,30
2025-07-01,PuLP HiGHS,Optimal,5.0903126,7775.026797,7987.686779,1.124955|0.726615|0.384264,5175.373559|7987.686779|10800,5175.373559,6515.585333,51093.30416,5494.73636,56588.04052,50072.45519,82250.89356,1394.383762,76962.62423,5288.269329,23550.60315,18884.59456,2884.013768,1200,10800,1.250555215e-12,1.818989404e-12,7987.686779,7775.026797,7987.686779,5632.475616,19720.04654,70813.3507,78000.97131,4249.922256,656.53775,20626.16397,16515.79884,5293.234898,31
2025-07-02,PuLP HiGHS,Optimal,4.1941004,7987.686779,7756.425477,1.124955|0.726615|0.384264,4712.850955|7756.425477|10800,4712.850955,6163.306147,47615.07305,3630.496795,51245.56985,45082.2637,76966.10896,928.4431647,72565.87457,4400.234391,22104.92402,18113.12363,2622.232521,1200,10800,9.094947018e-13,1.818989404e-12,7756.425477,7987.686779,7756.425477,7037.455605,24530.66773,72145.74078,71081.74811,5884.360848,2058.819295,17703.96433,14548.34628,7965.737033,38
2025-07-03,PuLP HiGHS,Optimal,4.2016597,7756.425477,7267.641146,1.124955|0.726615|0.384264,3735.282293|7267.641146|10800,3735.282293,5418.74342,46563.89344,5011.93939,51575.83283,46157.08941,75196.53951,1284.528193,70944.126,4252.413515,21602.21192,17937.69755,3005.032454,1200,10800,9.094947018e-13,1.818989404e-12,7267.641146,7756.425477,7267.641146,9538.628392,34863.94461,81427.83805,74125.82213,1070.717385,445.7176333,20516.94658,17058.63263,1964.33026,22
2025-07-04,PuLP HiGHS,Optimal,2.7204545,7267.641146,7867.272575,1.124955|0.726615|0.384264,4934.545151|7867.272575|10800,4934.545151,6332.158978,19691.52577,3013.303367,22704.82913,16372.67015,35107.38784,771.4198293,32687.298,2420.089841,18514.80753,14457.32581,10630.36956,1200,10800,1.136868377e-13,9.094947018e-13,7867.272575,7267.641146,7867.272575,7637.163867,27372.49282,47064.01858,35084.2283,23.1595446,9888.376803,17960.419,14008.2711,1003.443233,10
2025-07-05,PuLP HiGHS,Optimal,3.3575906,7867.272575,7738.969908,1.124955|0.726615|0.384264,4677.939816|7738.969908|10800,4677.939816,6136.716166,19415.56838,2081.733687,21497.30207,15360.5859,34916.07535,549.901976,32430.43922,2485.636135,17932.18879,14640.54532,11278.52246,1200,10800,4.547473509e-13,1.818989404e-12,7738.969908,7867.272575,7738.969908,7714.866108,29310.23116,48725.79954,34916.07535,0,10592.73695,17703.1418,14455.01726,414.575046,9
2025-07-06,PuLP HiGHS,Optimal,3.1475408,7738.969908,8019.233807,1.124955|0.726615|0.384264,5238.467613|8019.233807|10800,5238.467613,6563.640762,45814.26439,4957.210737,50771.47513,44207.83437,74624.72339,1314.580486,70194.87355,4429.849845,22277.68065,17792.68382,3579.901828,1200,10800,9.094947018e-13,0,8019.233807,7738.969908,8019.233807,10423.20225,40986.59071,86800.8551,73819.48045,805.242944,118.2049214,21464.51957,17134.02334,1471.821558,19
2025-07-07,PuLP HiGHS,Optimal,3.0360591,8019.233807,8194.65904,1.124955|0.726615|0.384264,5589.31808|8194.65904|10800,5589.31808,6830.865142,44287.22398,3675.155477,47962.37945,41131.51431,72373.42676,975.9367661,68435.33138,3938.095388,21561.67665,17307.07538,3381.887552,1200,10800,4.547473509e-13,0,8194.65904,8019.233807,8194.65904,7846.124775,28102.42549,72389.64947,70654.33177,1719.094988,1223.362462,19524.88743,15657.27611,3686.588492,34
2025-07-08,PuLP HiGHS,Optimal,2.4208363,8194.65904,7435.088139,1.124955|0.726615|0.384264,4070.176277|7435.088139|10800,4070.176277,5673.814586,53212.51686,4651.518916,57864.03577,52190.22119,84406.23066,1227.515279,80353.36124,4052.869423,21569.41687,18154.84147,2756.901121,1200,10800,0,4.547473509e-13,7435.088139,8194.65904,7435.088139,1488.873609,6010.916261,59223.43312,78860.83902,5545.391636,1659.908103,20010.69119,16892.27367,2821.293478,26
2025-07-09,PuLP HiGHS,Optimal,3.4122903,7435.088139,8225.199478,1.124955|0.726615|0.384264,5650.398957|8225.199478|10800,5650.398957,6877.387239,54773.20378,4380.345989,59153.54977,52276.16253,87147.61629,1122.999264,82700.22763,4447.38866,23339.41842,18193.82871,2928.973276,1200,10800,0,2.273736754e-13,8225.199478,7435.088139,8225.199478,714.8904779,2800.594272,57573.79805,79790.52065,7357.09564,1749.740927,20978.13146,16281.18628,4273.929381,31
2025-07-10,PuLP HiGHS,Optimal,3.6389303,8225.199478,8271.780232,1.124955|0.726615|0.384264,5743.560463|8271.780232|10800,5743.560463,6948.343468,55609.64302,4653.964608,60263.60763,53315.26416,87753.03781,1200.15717,82934.53941,4818.498395,23054.03013,18631.84173,2989.010958,1200,10800,9.094947018e-13,9.094947018e-13,8271.780232,8225.199478,8271.780232,454.6426024,1515.717704,57125.36073,78168.15491,9584.882894,1935.399299,19957.1166,16123.34176,5605.413501,35
2025-07-11,PuLP HiGHS,Optimal,3.3254237,8271.780232,7739.528139,1.124955|0.726615|0.384264,4652.242605|7726.121303|10800,4652.242605,6117.14395,26972.76987,2717.398307,29690.16817,23573.02423,45029.73494,714.1329184,42166.88618,2862.848769,17924.89059,15010.25441,10779.02862,1200,10800,9.094947018e-13,9.094947018e-13,7726.121303,8271.780232,7739.528139,487.1072821,1496.832935,28469.6028,41434.59713,3595.137814,6507.817999,17758.6113,14863.50204,313.031661,11
2025-07-12,PuLP HiGHS,Optimal,3.4127775,7739.528139,7488.930486,1.124955|0.726615|0.384264,4054.367565|7427.183782|10800,4054.367565,5661.77392,26326.92966,1370.857192,27697.78685,22036.01293,44390.81519,362.5459099,41984.07123,2406.743963,17590.0275,14529.03219,10648.33543,1200,10800,2.273736754e-13,1.818989404e-12,7427.183782,7739.528139,7488.930486,596.5392507,2051.730948,28378.66061,41963.42582,2427.389369,8440.590431,17161.41683,14126.28552,831.3573447,19
2025-07-13,PuLP HiGHS,Optimal,1.1203447,7488.930486,8664.049733,1.124955|0.726615|0.384264,6528.099466|8664.049733|10800,6528.099466,7545.885638,56417.18698,6261.094492,62678.28147,55132.39583,89331.25138,1626.119568,83792.36843,5538.882945,23639.02139,18090,2945.545669,1200,10800,7.275957614e-12,9.094947018e-13,8664.049733,7488.930486,8664.049733,146.3743518,614.6860847,57031.87306,78035.39635,11295.85502,4039.719962,20088.01589,15213.68555,6427.319944,33
