group_type,group_value,variable,count,mean,std,min,25%,median,75%,max
hour_of_day,18.333333333333332,Net Load,365,4072.983158,844.755372,2269.7596,3497.0697,4304.8365,4501.5674,5734.8313
hour_of_day,18.333333333333332,Price,365,1.244652877,0.08778532959,1.0398,1.188,1.2616,1.295,1.4606
hour_of_day,18.5,PV,365,108.3414041,179.4834241,0,0,0,204.3375,598.1625
hour_of_day,18.5,Load,365,4225.952411,913.3273461,2486.51,3973.07,4305.3,4630.38,6139.09
hour_of_day,18.5,Net Load,365,4117.611007,859.6962434,2486.51,3697.5425,4284.28,4522.22,5865.2875
hour_of_day,18.5,Price,365,1.254524658,0.09012978887,1.0529,1.2035,1.265,1.3132,1.4648
hour_of_day,18.666666666666668,PV,365,54.31208329,102.2902961,0,0,0.021,42.6828,370.2846
hour_of_day,18.666666666666668,Load,365,4233.33845,922.7793292,2354.0137,4070.1431,4321.2951,4719.9195,6341.6323
hour_of_day,18.666666666666668,Net Load,365,4179.026367,890.7530795,2353.986,3931.8418,4316.9424,4652.709,5998.9534
hour_of_day,18.666666666666668,Price,365,1.252178904,0.08975875769,1.0452,1.2015,1.2613,1.3136,1.449
hour_of_day,18.833333333333332,PV,365,18.65691973,40.70881644,0,0,0.0023,2.7337,150.7904
hour_of_day,18.833333333333332,Load,365,4246.462453,919.4489102,2441.8696,4053.9396,4325.326,4729.105,6335.7991
hour_of_day,18.833333333333332,Net Load,365,4227.805534,907.2732014,2441.8527,4025.3094,4325.326,4696.7186,6187.7666
hour_of_day,18.833333333333332,Price,365,1.288127671,0.1103238259,1.0298,1.2267,1.2891,1.3495,1.5733
hour_of_day,19.0,PV,365,0.2753424658,1.279884478,0,0,0,0,8.7375
hour_of_day,19.0,Load,365,4239.179452,906.9169015,2539.74,3986.32,4309.28,4667.23,6164.22
hour_of_day,19.0,Net Load,365,4238.90411,906.7835247,2539.74,3986.32,4309.28,4667.23,6164.22
hour_of_day,19.0,Price,365,1.34658274,0.1648643867,1.0568,1.2431,1.312,1.4762,1.7497
hour_of_day,19.166666666666668,PV,365,0.229589589,0.7164624669,0,0,0,0.0112,4.4353
hour_of_day,19.166666666666668,Load,365,4244.668374,923.3762976,2466.7082,3963.8359,4322.9231,4775.5538,6132.0983
hour_of_day,19.166666666666668,Net Load,365,4244.438784,923.2705456,2466.7082,3963.8359,4322.7207,4775.3378,6132.0983
hour_of_day,19.166666666666668,Price,365,1.352309315,0.1690193981,1.0646,1.2566,1.3118,1.4957,1.7416
hour_of_day,19.333333333333332,PV,365,0.6007408219,1.31832192,0,0,0,0.1282,5.3783
hour_of_day,19.333333333333332,Load,365,4251.918728,928.2806538,2460.1807,3971.8856,4337.6079,4732.5868,6158.6908
hour_of_day,19.333333333333332,Net Load,365,4251.317987,927.8356838,2460.1807,3971.4863,4337.6079,4731.8762,6155.5388
hour_of_day,19.333333333333332,Price,365,1.344490137,0.1591241915,1.0109,1.2581,1.3062,1.4733,1.6968
hour_of_day,19.5,PV,365,0,0,0,0,0,0,0
hour_of_day,19.5,Load,365,4256.681288,910.7217227,2491.39,4062.53,4333.93,4676.5,6160.53
hour_of_day,19.5,Net Load,365,4256.681288,910.7217227,2491.39,4062.53,4333.93,4676.5,6160.53
hour_of_day,19.5,Price,365,1.348248767,0.1634544317,1.028,1.2492,1.3114,1.4751,1.7686
hour_of_day,19.666666666666668,PV,365,0.01644986301,0.05145009725,0,0,0,0,0.3184
hour_of_day,19.666666666666668,Load,365,4267.394735,902.7921961,2519.7238,4055.766,4343.0334,4693.8203,6134.0676
hour_of_day,19.666666666666668,Net Load,365,4267.378285,902.7841273,2519.7238,4055.5021,4343.0334,4693.8203,6134.0676
hour_of_day,19.666666666666668,Price,365,1.348950685,0.1625715102,1.0496,1.2565,1.3086,1.4792,1.7113
hour_of_day,19.833333333333332,PV,365,0.04310438356,0.0946630922,0,0,0,0.0092,0.3861
hour_of_day,19.833333333333332,Load,365,4269.975032,915.2981713,2489.5707,3967.1522,4356.8816,4705.315,6117.432
hour_of_day,19.833333333333332,Net Load,365,4269.931927,915.2680516,2489.5707,3967.1235,4356.8816,4705.3134,6117.1141
hour_of_day,19.833333333333332,Price,365,1.347312329,0.1623424923,1.0708,1.2526,1.3086,1.4717,1.7196
hour_of_day,20.0,PV,365,0,0,0,0,0,0,0
hour_of_day,20.0,Load,365,4268.670164,929.1091589,2456.66,4051.65,4350.97,4740.81,6278.32
hour_of_day,20.0,Net Load,365,4268.670164,929.1091589,2456.66,4051.65,4350.97,4740.81,6278.32
hour_of_day,20.0,Price,365,1.348163288,0.1651561172,1.0643,1.2458,1.3079,1.4765,1.7345
hour_of_day,20.166666666666668,PV,365,0.001149589041,0.003702654393,0,0,0,0,0.0229
hour_of_day,20.166666666666668,Load,365,4282.22446,916.9870204,2546.033,4115.1833,4356.0804,4747.4911,6178.5016
hour_of_day,20.166666666666668,Net Load,365,4282.223311,916.9863968,2546.033,4115.1643,4356.0779,4747.4911,6178.5016
hour_of_day,20.166666666666668,Price,365,1.351333425,0.1664290938,1.0675,1.2566,1.3106,1.4884,1.7422
hour_of_day,20.333333333333332,PV,365,0.003069041096,0.006805690122,0,0,0,0,0.0277
hour_of_day,20.333333333333332,Load,365,4291.704944,906.1860811,2582.0632,4109.0751,4361.9429,4754.2859,6239.4259
hour_of_day,20.333333333333332,Net Load,365,4291.701875,906.1838046,2582.0632,4109.0751,4361.927,4754.2859,6239.4038
hour_of_day,20.333333333333332,Price,365,1.340018356,0.1626858698,1.0473,1.2407,1.2996,1.4746,1.7191
hour_of_day,20.5,PV,365,0,0,0,0,0,0,0
hour_of_day,20.5,Load,365,4291.361068,910.4505318,2582.93,4065.39,4354.38,4756.8,6257.54
hour_of_day,20.5,Net Load,365,4291.361068,910.4505318,2582.93,4065.39,4354.38,4756.8,6257.54
hour_of_day,20.5,Price,365,1.348909315,0.1619840627,1.048,1.2518,1.3101,1.488,1.7648
hour_of_day,20.666666666666668,PV,365,4.082191781e-05,0.0002238631439,0,0,0,0,0.0016
hour_of_day,20.666666666666668,Load,365,4293.918153,910.2313048,2543.6068,4095.4856,4357.5493,4764.64,6222.3881
hour_of_day,20.666666666666668,Net Load,365,4293.918113,910.2312842,2543.6068,4095.4856,4357.5493,4764.64,6222.3881
hour_of_day,20.666666666666668,Price,365,1.395245753,0.1716760525,1.1047,1.2892,1.344,1.547,1.7936
hour_of_day,20.833333333333332,PV,365,0.0001816438356,0.0004808046532,0,0,0,0,0.002
hour_of_day,20.833333333333332,Load,365,4295.213519,905.3609746,2507.8797,4058.5176,4349.1068,4752.5607,6112.2518
hour_of_day,20.833333333333332,Net Load,365,4295.213337,905.3608324,2507.8797,4058.5176,4349.1068,4752.5607,6112.2518
hour_of_day,20.833333333333332,Price,365,1.222633151,0.1371589858,0.9615,1.1528,1.1956,1.3108,1.5304
hour_of_day,21.0,PV,365,0,0,0,0,0,0,0
hour_of_day,21.0,Load,365,4302.030712,903.0328157,2491.94,4007.27,4377.21,4775.23,6192.12
hour_of_day,21.0,Net Load,365,4302.030712,903.0328157,2491.94,4007.27,4377.21,4775.23,6192.12
hour_of_day,21.0,Price,365,0.933159726,0.09793242986,0.6863,0.8871,0.9449,0.993,1.1515
hour_of_day,21.166666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,21.166666666666668,Load,365,4320.961825,906.3032712,2505.9998,4119.7042,4391.6678,4833.172,6122.8881
hour_of_day,21.166666666666668,Net Load,365,4320.961825,906.3032712,2505.9998,4119.7042,4391.6678,4833.172,6122.8881
hour_of_day,21.166666666666668,Price,365,0.9068391781,0.0922650954,0.6926,0.8644,0.9158,0.9576,1.0946
hour_of_day,21.333333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,21.333333333333332,Load,365,4302.329183,902.5914389,2549.9489,4111.8288,4368.3422,4770.2902,6354.5294
hour_of_day,21.333333333333332,Net Load,365,4302.329183,902.5914389,2549.9489,4111.8288,4368.3422,4770.2902,6354.5294
hour_of_day,21.333333333333332,Price,365,0.9371194521,0.0935517209,0.725,0.8947,0.9455,0.9849,1.1779
hour_of_day,21.5,PV,365,0,0,0,0,0,0,0
hour_of_day,21.5,Load,365,4322.675836,902.6600852,2537.61,4104.54,4407.71,4712.43,6271.67
hour_of_day,21.5,Net Load,365,4322.675836,902.6600852,2537.61,4104.54,4407.71,4712.43,6271.67
hour_of_day,21.5,Price,365,0.9370676712,0.09598149802,0.6889,0.8929,0.9458,0.9905,1.1765
hour_of_day,21.666666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,21.666666666666668,Load,365,4428.80833,919.882451,2645.7689,4229.2596,4519.7625,4848.1529,6239.0595
hour_of_day,21.666666666666668,Net Load,365,4428.80833,919.882451,2645.7689,4229.2596,4519.7625,4848.1529,6239.0595
hour_of_day,21.666666666666668,Price,365,0.9870958904,0.09680419861,0.7455,0.9377,0.9985,1.0396,1.1925
hour_of_day,21.833333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,21.833333333333332,Load,365,4030.161435,819.8984088,2373.2293,3813.0609,4080.4444,4388.6412,5695.3445
hour_of_day,21.833333333333332,Net Load,365,4030.161435,819.8984088,2373.2293,3813.0609,4080.4444,4388.6412,5695.3445
hour_of_day,21.833333333333332,Price,365,0.7764457534,0.08665922565,0.5792,0.7237,0.7842,0.8262,0.9669
hour_of_day,22.0,PV,365,0,0,0,0,0,0,0
hour_of_day,22.0,Load,365,3362.741945,677.9258471,2043.72,3128.35,3316.38,3661.05,5134.27
hour_of_day,22.0,Net Load,365,3362.741945,677.9258471,2043.72,3128.35,3316.38,3661.05,5134.27
hour_of_day,22.0,Price,365,0.4209175342,0.07467136806,0.2284,0.3773,0.4223,0.4619,0.6333
hour_of_day,22.166666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,22.166666666666668,Load,365,3309.393364,673.0922397,1995.7176,3080.3832,3261.2988,3634.6061,5017.3322
hour_of_day,22.166666666666668,Net Load,365,3309.393364,673.0922397,1995.7176,3080.3832,3261.2988,3634.6061,5017.3322
hour_of_day,22.166666666666668,Price,365,0.3858673973,0.07628521025,0.1958,0.3401,0.3833,0.4243,0.5995
hour_of_day,22.333333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,22.333333333333332,Load,365,3412.956261,686.2228679,2181.4693,3191.3036,3367.0094,3708.8666,5135.3427
hour_of_day,22.333333333333332,Net Load,365,3412.956261,686.2228679,2181.4693,3191.3036,3367.0094,3708.8666,5135.3427
hour_of_day,22.333333333333332,Price,365,0.4368216438,0.07638671636,0.2565,0.3886,0.4365,0.4791,0.6385
hour_of_day,22.5,PV,365,0,0,0,0,0,0,0
hour_of_day,22.5,Load,365,3381.93126,666.8678372,2052.41,3116.06,3345.58,3676.99,5325.33
hour_of_day,22.5,Net Load,365,3381.93126,666.8678372,2052.41,3116.06,3345.58,3676.99,5325.33
hour_of_day,22.5,Price,365,0.4198024658,0.07148947067,0.2457,0.3724,0.4151,0.4609,0.6189
hour_of_day,22.666666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,22.666666666666668,Load,365,3386.559208,659.3112312,2128.9587,3157.8491,3342.9919,3641.5192,5021.5216
hour_of_day,22.666666666666668,Net Load,365,3386.559208,659.3112312,2128.9587,3157.8491,3342.9919,3641.5192,5021.5216
hour_of_day,22.666666666666668,Price,365,0.4185849315,0.06933483749,0.2409,0.3737,0.4161,0.4564,0.6329
hour_of_day,22.833333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,22.833333333333332,Load,365,3400.484604,652.5748268,2118.1155,3174.7201,3365.3111,3672.707,5064.3425
hour_of_day,22.833333333333332,Net Load,365,3400.484604,652.5748268,2118.1155,3174.7201,3365.3111,3672.707,5064.3425
hour_of_day,22.833333333333332,Price,365,0.4240512329,0.06963351536,0.2551,0.378,0.4248,0.4638,0.6036
hour_of_day,23.0,PV,365,0,0,0,0,0,0,0
hour_of_day,23.0,Load,365,3399.242603,639.6160859,2163.58,3177.3,3370.93,3699.36,4921.47
hour_of_day,23.0,Net Load,365,3399.242603,639.6160859,2163.58,3177.3,3370.93,3699.36,4921.47
hour_of_day,23.0,Price,365,0.4236657534,0.07045607824,0.2688,0.3757,0.4237,0.4604,0.6346
hour_of_day,23.166666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,23.166666666666668,Load,365,3406.980872,631.237441,2234.4039,3176.1591,3406.7664,3682.6396,4906.6991
hour_of_day,23.166666666666668,Net Load,365,3406.980872,631.237441,2234.4039,3176.1591,3406.7664,3682.6396,4906.6991
hour_of_day,23.166666666666668,Price,365,0.4247819178,0.06764847246,0.2408,0.3803,0.4234,0.4646,0.5992
hour_of_day,23.333333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,23.333333333333332,Load,365,3416.151822,628.386944,2259.3897,3212.5035,3427.6649,3652.521,4947.172
hour_of_day,23.333333333333332,Net Load,365,3416.151822,628.386944,2259.3897,3212.5035,3427.6649,3652.521,4947.172
hour_of_day,23.333333333333332,Price,365,0.4240457534,0.06784089227,0.2646,0.3818,0.4251,0.4616,0.5903
hour_of_day,23.5,PV,365,0,0,0,0,0,0,0
hour_of_day,23.5,Load,365,3421.981123,633.7377478,2199.38,3201.78,3430.72,3700.96,4957.13
hour_of_day,23.5,Net Load,365,3421.981123,633.7377478,2199.38,3201.78,3430.72,3700.96,4957.13
hour_of_day,23.5,Price,365,0.4220134247,0.07122411703,0.2657,0.3766,0.421,0.4608,0.625
hour_of_day,23.666666666666668,PV,365,0,0,0,0,0,0,0
hour_of_day,23.666666666666668,Load,365,3429.692305,648.5228837,2172.6978,3210.2407,3457.4811,3702.4038,5124.9897
hour_of_day,23.666666666666668,Net Load,365,3429.692305,648.5228837,2172.6978,3210.2407,3457.4811,3702.4038,5124.9897
hour_of_day,23.666666666666668,Price,365,0.4240169863,0.07061355625,0.2763,0.3823,0.4254,0.4645,0.6361
hour_of_day,23.833333333333332,PV,365,0,0,0,0,0,0,0
hour_of_day,23.833333333333332,Load,365,3439.061013,578.4120408,2254.1548,3090.0777,3420.0416,3697.1141,4864.2471
hour_of_day,23.833333333333332,Net Load,365,3439.061013,578.4120408,2254.1548,3090.0777,3420.0416,3697.1141,4864.2471
hour_of_day,23.833333333333332,Price,365,0.4271490411,0.06457364082,0.257,0.3839,0.4259,0.4658,0.6008
season,autumn,PV,13104,2276.406372,3026.792222,0,0,0.0357,4898.347775,10105.3207
season,autumn,Load,13104,4406.221723,1372.485343,1995.7176,3397.70805,3826.69,6061.377425,7006.888
season,autumn,Net Load,13104,2129.815351,2474.464599,-6601.9911,652.69925,2884.1665,3696.05355,6687.7481
season,autumn,Price,13104,0.7337085089,0.321619993,0.0376,0.434375,0.7281,0.9922,1.4244
season,spring,PV,13248,2603.067874,3131.837816,0,0,447.13125,5600.566425,10216.2
season,spring,Load,13248,4383.224396,1370.285253,2081.95,3386.59795,3792.7056,6054.837525,6978.6702
season,spring,Net Load,13248,1780.156522,2517.255615,-6452.0775,-27.15,2677.53205,3591.56365,6417.7809
season,spring,Price,13248,0.7052459768,0.3100850539,0.0076,0.430775,0.66315,0.944625,1.4134
season,summer,PV,13248,2672.950711,3090.434583,0,0,984.3,5536.71655,10057.9095
season,summer,Load,13248,5063.805101,1356.009961,2436.84,3982.6744,4674.33685,6490.38185,7978.8849
season,summer,Net Load,13248,2390.85439,2637.414357,-5900.0625,494.664375,3342.2679,4298.8908,6588.8247
season,summer,Price,13248,0.794586247,0.3526554597,0.0665,0.4992,0.72725,1.0396,1.7936
season,winter,PV,12960,1680.612158,2364.563343,0,0,0,3635.290275,8445.2427
season,winter,Load,12960,4648.993324,1440.152128,2055.4315,3551.97685,4234.57185,6210.407,7546.7527
season,winter,Net Load,12960,2968.381166,1861.572232,-3802.4675,2266.755,3391.9575,4228.1544,6630.473
season,winter,Price,12960,0.8323342978,0.361436726,0.2247,0.4672,0.8343,1.111425,1.6698
