date,solver_status,solver_runtime_seconds,initial_energy_kwh,planned_final_energy_kwh,actual_final_energy_kwh,planned_purchase_cost_yuan,planned_purchase_energy_kwh,decision_price_planned_cost_yuan,expected_scenario_emergency_cost_yuan,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,maximum_scenario_power_balance_residual_kw
2025-10-20,Optimal,3.8630628000,8371.4180193094,7999.0470771592,7999.0470771592,45337.1428067249,71415.2587312025,45337.1428067249,4023.9649947050,918.7709609995,4360.1807533889,49697.3235601138,0.0000000000
2025-10-21,Optimal,4.3834776000,7999.0470771592,7801.0821578012,7801.0821578012,46267.2435040107,72451.8276070210,46267.2435040107,3534.1215742185,1144.9249557655,4433.4175299661,50700.6610339768,0.0000000000
2025-10-22,Optimal,5.4409191000,7801.0821578012,8222.6277326790,8222.6277326790,46526.4276652666,73225.3461798020,46526.4276652666,3975.5499025330,1631.5476614503,7934.1770176774,54460.6046829440,0.0000000000
2025-10-23,Optimal,5.6379104000,8222.6277326790,7459.8272408771,7459.8272408771,45488.6451984706,72350.5304316336,45488.6451984706,3857.4965357652,503.2325027081,2201.3739744139,47690.0191728846,0.0000000000
2025-10-24,Optimal,3.4783549000,7459.8272408771,7583.2858898488,7583.2858898488,15214.8147633683,34468.8996638750,15214.8147633683,1648.1881631007,568.7741703604,2088.5485154926,17303.3632788609,0.0000000000
2025-10-25,Optimal,3.6338265000,7583.2858898488,7770.7149578746,7770.7149578746,15252.8087801196,35140.9080121940,15252.8087801196,1966.0463405360,452.8925126616,1521.5948375048,16774.4036176244,0.0000000000
2025-10-26,Optimal,5.5655565000,7770.7149578746,8209.0465027192,8209.0465027192,49082.6457216012,76534.0228326305,49082.6457216011,5786.9608286225,192.2713656901,646.2972811022,49728.9430027034,0.0000000000
2025-10-27,Optimal,5.1323649000,8209.0465027192,7774.8541179250,7774.8541179250,46980.7594508317,74231.8036931905,46980.7594508317,3762.7844230747,620.2901819865,2706.9873810049,49687.7468318367,0.0000000000
2025-10-28,Optimal,5.3786707000,7774.8541179250,8194.6593277133,8194.6593277133,49297.2525095531,76799.5184177190,49297.2525095531,3873.6911389987,273.3570107340,1203.3694855006,50500.6219950536,0.0000000000
2025-10-29,Optimal,4.6089601000,8194.6593277133,8161.0518445098,8161.0518445098,48874.0359589013,74879.5080125592,48874.0359589013,4984.4528279633,1639.3392744549,6012.6813317072,54886.7172906084,0.0000000000
2025-10-30,Optimal,4.6312331000,8161.0518445098,7728.2525994965,7728.2525994965,49060.6015901550,75162.9961702710,49060.6015901550,4749.7989011835,366.4216296224,1534.0193015386,50594.6208916937,0.0000000000
2025-10-31,Optimal,3.3638822000,7728.2525994965,7694.3759669048,7710.9789985888,16059.6543525378,36400.0767496538,16059.6543525378,2059.8078971248,270.9895721215,951.2788448987,17010.9331974365,0.0000000000
2025-11-01,Optimal,4.0180793000,7710.9789985888,8101.6793268189,8109.0532497428,16220.4637356973,37279.9353570217,16220.4637356973,2681.1192742316,248.8185773231,594.0095579203,16814.4732936176,0.0000000000
2025-11-02,Optimal,3.4152993000,8109.0532497428,7660.7729128157,7660.7729128157,49489.7144897253,75502.9732404327,49489.7144897253,3991.4318864763,728.0853177734,2947.4785967111,52437.1930864364,0.0000000000
2025-11-03,Optimal,3.4145745000,7660.7729128157,7723.3035813616,7723.3035813616,50192.6093854760,76755.8841489000,50192.6093854760,3785.3255569038,1338.9387291885,4444.0183768262,54636.6277623022,0.0000000000
2025-11-04,Optimal,4.0234698000,7723.3035813616,8188.6718263383,8188.6718263383,52073.1673527555,79524.0068023572,52073.1673527555,3874.2701251570,319.9827098507,1245.0487282074,53318.2160809629,0.0000000000
2025-11-05,Optimal,4.1697067000,8188.6718263383,8400.0980745663,8400.0980745663,52785.6897719679,79337.4976054863,52785.6897719679,5122.3649742759,347.0838511186,1241.5055257541,54027.1952977220,0.0000000000
2025-11-06,Optimal,3.4891471000,8400.0980745663,8173.3861908082,8173.3861908082,52436.8580749005,78503.1150650829,52436.8580749004,4310.4607492764,1370.0036253562,6303.5343551898,58740.3924300902,0.0000000000
2025-11-07,Optimal,8.7520152000,8173.3861908082,7740.2814335782,7839.0017646690,15836.4499017093,35783.8906356127,15836.4499017093,1688.5462154610,525.2418820496,2008.4087607312,17844.8586624405,0.0000000000
2025-11-08,Optimal,3.5986535000,7839.0017646690,7705.1738898019,7705.1738898019,16058.7362443264,35980.8801586956,16058.7362443264,2007.7293282689,267.1201141329,931.0189302641,16989.7551745905,0.0000000000
2025-11-09,Optimal,3.9104007000,7705.1738898019,8187.3470737233,8187.3470737233,52978.6613739801,80154.6295065393,52978.6613739802,3579.2757623223,1034.2768139193,4572.1816220923,57550.8429960724,0.0000000000
2025-11-10,Optimal,3.3818165000,8187.3470737233,8386.0852306333,8386.0852306333,53778.4571919563,80540.9627452263,53778.4571919563,4616.0720772480,1335.5924801824,5834.7245679678,59613.1817599241,0.0000000000
2025-11-11,Optimal,2.3416593000,8386.0852306333,8252.9785120668,8252.9785120668,53897.9635748991,80676.7108209061,53897.9635748991,5112.6421301303,307.4769043562,1222.1291733797,55120.0927482788,0.0000000000
2025-11-12,Optimal,3.4131412000,8252.9785120668,8017.4697198642,8017.4697198642,53759.7409363295,80778.0624837093,53759.7409363296,5643.8693746703,266.8353886644,1386.4802393986,55146.2211757282,0.0000000000
2025-11-13,Optimal,3.5963501000,8017.4697198642,8260.1995216728,8260.1995216728,56426.2133471467,82918.4398157527,56426.2133471466,6303.0298395961,285.9975671537,1277.9525740462,57704.1659211928,0.0000000000
2025-11-14,Optimal,3.7247433000,8260.1995216728,8230.4839874212,8230.4839874212,17010.7915073991,37883.7639256565,17010.7915073991,2249.6593323067,138.5203151367,445.9341155975,17456.7256229967,0.0000000000
2025-11-15,Optimal,3.8640280000,8230.4839874212,8070.0890146987,8077.4116829568,17285.3500516156,38181.9182890057,17285.3500516156,2516.4732456283,279.9217097108,889.7499349085,18175.0999865241,0.0000000000
2025-11-16,Optimal,3.4274087000,8077.4116829568,8106.4686755824,8106.4686755824,56191.7367702599,82826.4967387894,56191.7367702599,4415.5998397132,813.1116333252,3279.6073728310,59471.3441430910,0.0000000000
2025-11-17,Optimal,1.1832921000,8106.4686755824,8519.3051222951,8519.3051222951,57745.1804848477,85454.0086105211,57745.1804848477,4838.8975444354,198.8365769559,653.7484832569,58398.9289681045,0.0000000000
2025-11-18,Optimal,1.2144105000,8519.3051222951,8069.1665156183,8069.1665156183,56869.1791444056,82835.7323993576,56869.1791444057,4867.1334771250,655.5992074684,2528.5360797121,59397.7152241178,0.0000000000
2025-11-19,Optimal,1.0909974000,8069.1665156183,7684.9760714506,7684.9760714506,56978.1908802550,82359.7924586187,56978.1908802550,5723.4451371802,933.0287655987,4503.6281164208,61481.8189966758,0.0000000000
2025-11-20,Optimal,1.1512992000,7684.9760714506,8502.8228941609,8502.8228941609,58668.3769812223,86207.2401249281,58668.3769812223,4805.5298711434,397.2612987298,1645.1640584011,60313.5410396234,0.0000000000
2025-11-21,Optimal,3.6457459000,8502.8228941609,7776.8343495258,7784.1475988024,17398.1139341193,39042.8637046519,17398.1139341193,2640.6561935963,305.4564552303,673.1974005711,18071.3113346904,0.0000000000
2025-11-22,Optimal,3.3226678000,7784.1475988024,8598.3280840711,8612.4559430120,18842.1371729338,43199.7188469358,18842.1371729338,3370.5210643461,241.3563822964,838.8623198244,19680.9994927582,0.0000000000
2025-11-23,Optimal,3.7536716000,8612.4559430120,8257.2844915297,8257.2844915297,59135.6007596501,85586.1036182525,59135.6007596500,5283.2510023910,582.5698028239,2755.0737076169,61890.6744672670,0.0000000000
2025-11-24,Optimal,3.4491649000,8257.2844915297,7678.0824700521,7678.0824700521,56756.7890859426,83174.2953524377,56756.7890859426,4221.5965024530,562.2347014112,2358.8430464355,59115.6321323781,0.0000000000
2025-11-25,Optimal,5.8251512000,7678.0824700521,8387.0388297404,8387.0388297404,59012.6466783713,86510.9212639980,59012.6466783713,4466.9642709136,420.1893135203,1381.3214379973,60393.9681163686,0.0000000000
2025-11-26,Optimal,1.0717315000,8387.0388297404,7817.7673385229,7817.7673385229,58745.8352755955,84793.1750537662,58745.8352755955,3820.3253335708,405.2494977461,1772.2433456572,60518.0786212527,0.0000000000
2025-11-27,Optimal,1.0502213000,7817.7673385229,8183.5388774992,8183.5388774992,59430.9648339245,85772.2657514197,59430.9648339245,4467.7407937349,334.4010739176,1483.0172178912,60913.9820518157,0.0000000000
2025-11-28,Optimal,3.4548978000,8183.5388774992,8219.1745854083,8223.9885426566,18458.2762225156,41583.9718823913,18458.2762225156,3454.1953750976,232.9373738850,729.3701266773,19187.6463491930,0.0000000000
2025-11-29,Optimal,3.6294544000,8223.9885426566,8183.5805503191,8200.8016693874,18778.1662887274,42611.9240936463,18778.1662887274,3522.6155791249,1172.2091404297,3343.1264208246,22121.2927095520,0.0000000000
2025-11-30,Optimal,1.1638260000,8200.8016693874,7867.4413736824,7867.4413736824,60357.8285378341,86362.1562909521,60357.8285378341,4756.7280568361,1123.3433761241,5025.2242451814,65383.0527830155,0.0000000000
2025-12-01,Optimal,1.3471364000,7867.4413736824,7950.0000000000,7950.0000000000,64590.3879124820,87940.9350687013,64590.3879124820,4156.5903595895,4678.7043652239,21904.7232572291,86495.1111697111,0.0000000000
2025-12-02,Optimal,6.4994734000,7950.0000000000,8725.0340269599,8725.0340269599,66707.5234218287,90229.1005696738,66707.5234218287,6572.7611258194,5305.8909929318,26635.5391801429,93343.0626019717,0.0000000000
2025-12-03,Optimal,1.0475592000,8725.0340269599,7703.9917261734,7703.9917261734,65421.1055329890,87584.6187545349,65421.1055329890,4580.3918352369,4510.7818467644,19077.3757808773,84498.4813138663,0.0000000000
2025-12-04,Optimal,2.8721628000,7703.9917261734,7645.7183867753,7645.7183867753,65620.6778360705,88926.5222075886,65620.6778360705,4460.0602835202,4408.3954884682,19482.6483620326,85103.3261981031,0.0000000000
2025-12-05,Optimal,3.7387656000,7645.7183867753,8153.6381623156,8153.6381623156,21249.9081815648,45563.2593613453,21249.9081815648,2820.8210660706,2709.5118762319,8867.7177410764,30117.6259226412,0.0000000000
2025-12-06,Optimal,7.5029536000,8153.6381623156,8729.2549568632,8729.2549568632,23007.1627597707,47449.6485089536,23007.1627597707,3556.9422121659,3614.2119958103,10703.6781264476,33710.8408862182,0.0000000000
2025-12-07,Optimal,1.4813537000,8729.2549568632,7931.3203604804,7931.3203604804,67745.0216769131,90629.5154736051,67745.0216769131,6472.0770624292,2928.6798877507,12189.3386378544,79934.3603147675,0.0000000000
2025-12-08,Optimal,0.8275533000,7931.3203604804,7920.8138067861,7920.8138067861,74296.0353987784,98380.1287457904,74296.0353987784,5119.6881726192,403.2530943249,2185.8471407048,76481.8825394832,0.0000000000
2025-12-09,Optimal,0.9503320000,7920.8138067861,7715.1357803779,7715.1357803779,73134.6265905960,98176.5838435433,73134.6265905961,4781.9897580176,449.7528855876,2368.7435394948,75503.3701300908,0.0000000000
2025-12-10,Optimal,2.6293155000,7715.1357803779,8528.9379499136,8528.9379499136,76646.0470585709,101022.5579031933,76646.0470585709,6613.3968176235,244.8313852163,1167.5675931657,77813.6146517366,0.0000000000
2025-12-11,Optimal,3.9247189000,8528.9379499136,7775.9946198288,7775.9946198288,72651.3030138174,97620.1864584298,72651.3030138175,4703.4680803752,198.6064736440,706.5651450852,73357.8681589026,0.0000000000
2025-12-12,Optimal,3.2435559000,7775.9946198288,8465.0777394332,8465.0777394332,25964.1345423644,54279.9008483333,25964.1345423643,3952.1392493717,482.9751631606,1422.3611301360,27386.4956725004,0.0000000000
2025-12-13,Optimal,2.7279488000,8465.0777394332,8176.2178853145,8176.2178853145,26240.1345120748,54218.4095140145,26240.1345120748,3388.0231669814,217.8207458163,992.7772362385,27232.9117483132,0.0000000000
2025-12-14,Optimal,4.1691879000,8176.2178853145,8641.6080827625,8641.6080827625,76931.6527189878,100849.3574387805,76931.6527189878,5541.5297947308,223.0382940542,1095.9277582085,78027.5804771963,0.0000000000
2025-12-15,Optimal,1.2505528000,8641.6080827625,7946.4786885323,8394.6006141688,73871.3615316072,96796.9386386332,73871.3615316072,4889.3000263409,437.1451326803,2026.5485917473,75897.9101233545,0.0000000000
2025-12-16,Optimal,1.3401055000,8394.6006141688,7664.6281330586,7664.6281330586,74198.4719528469,97824.5298507993,74198.4719528469,4790.8244022785,283.9877589014,1265.2669301874,75463.7388830342,0.0000000000
2025-12-17,Optimal,5.1500473000,7664.6281330586,8021.9384821133,8021.9384821133,75374.9081211944,99812.5395006620,75374.9081211943,5576.8427577508,427.5019547444,2004.2824325235,77379.1905537179,0.0000000000
2025-12-18,Optimal,3.7092841000,8021.9384821133,8110.7327857575,8110.7327857575,74047.5515714767,98882.6900341504,74047.5515714767,4917.7675723978,497.7231884029,2027.5428010438,76075.0943725205,0.0000000000
2025-12-19,Optimal,2.6557145000,8110.7327857575,8782.8540536937,8782.8540536937,26930.4918155344,56651.9969384690,26930.4918155344,4058.6154994076,90.1964634684,235.7433617551,27166.2351772895,0.0000000000
2025-12-20,Optimal,3.7547289000,8782.8540536937,8551.4891605069,8551.4891605069,26303.6359714553,54185.1706829248,26303.6359714553,3804.0945684230,200.5014878635,577.7423083102,26881.3782797656,0.0000000000
2025-12-21,Optimal,1.1763012000,8551.4891605069,7950.0000000000,7950.0000000000,74809.0087144440,98547.7280515467,74809.0087144441,4064.5161737747,744.6241740428,2993.1965263032,77802.2052407472,0.0000000000
2025-12-22,Optimal,1.0343968000,7950.0000000000,8499.5100212110,8499.5100212110,76587.3212488382,100593.5916194499,76587.3212488382,5804.0214318227,302.3805682991,1056.6519281880,77643.9731770262,0.0000000000
2025-12-23,Optimal,1.1036688000,8499.5100212110,8566.1432458728,8566.1432458728,75363.8479176960,100024.1112727392,75363.8479176960,5035.0254759438,99.7638632141,312.5134596642,75676.3613773602,0.0000000000
2025-12-24,Optimal,1.1790432000,8566.1432458728,8582.9947368758,8582.9947368758,74989.2850854783,99688.7258650120,74989.2850854782,5321.1075226218,167.5236165916,695.6458357914,75684.9309212696,0.0000000000
2025-12-25,Optimal,4.2298544000,8582.9947368758,8258.5856467674,8258.5856467674,74508.1886725018,98655.6556878816,74508.1886725018,4141.4190860043,579.7316245910,2422.6221673911,76930.8108398929,0.0000000000
2025-12-26,Optimal,3.9947795000,8258.5856467674,7933.5343116077,7943.5558303433,25701.4903650377,53473.2780900561,25701.4903650377,3027.1163040018,256.3262710776,826.6446918208,26528.1350568584,0.0000000000
2025-12-27,Optimal,2.8044012000,7943.5558303433,7694.1848846742,7756.3452606507,24623.6336738953,53328.2256171390,24623.6336738953,3564.1334898222,265.0322041432,924.0743933192,25547.7080672144,0.0000000000
2025-12-28,Optimal,4.1945153000,7756.3452606507,8471.1194155939,8471.1194155939,75644.4189072614,100882.4136641521,75644.4189072614,5362.6394870351,348.6556519531,1377.7127479982,77022.1316552596,0.0000000000
2025-12-29,Optimal,3.3503901000,8471.1194155939,7766.1071078711,7766.1071078711,73829.7830157033,97989.1245342918,73829.7830157033,5876.9782928033,275.2631873611,1064.2998039622,74894.0828196655,0.0000000000
2025-12-30,Optimal,3.5048836000,7766.1071078711,8060.1852515525,8060.1852515525,73179.5726995950,98743.1612214516,73179.5726995950,5213.3853772071,227.3037054196,775.0652349845,73954.6379345796,0.0000000000
2025-12-31,Optimal,1.2500694000,8060.1852515525,7834.3304919752,7834.3304919752,74093.2067320469,98275.4124142942,74093.2067320470,4363.9058809851,459.6042780414,1422.5278771904,75515.7346092374,0.0000000000
