forecast_id,date,issue_time,target_time,lead_minutes,lead_hours,lead_bin,release_hour,forecast_pv_kw,actual_pv_kw,alignment_status,daylight_flag,yesterday_pv_kw,last_week_pv_kw,same_slot_7d_mean_kw
20515,2025-08-02,2025-08-02 12:00:00,2025-08-03 07:00:00,1140,19,19-24h,12,2117.0989000000,2821.9875000000,matched,True,2725.5375000000,2365.0125000000,2616.4232142857
20516,2025-08-02,2025-08-02 12:00:00,2025-08-03 08:00:00,1200,20,19-24h,12,4438.0445000000,4667.1750000000,matched,True,4238.6625000000,3813.5625000000,4040.9946428571
20517,2025-08-02,2025-08-02 12:00:00,2025-08-03 09:00:00,1260,21,19-24h,12,7292.1000000000,7148.0625000000,matched,True,6382.5000000000,5164.0125000000,5687.6410714286
20518,2025-08-02,2025-08-02 12:00:00,2025-08-03 10:00:00,1320,22,19-24h,12,7736.9531000000,8281.2000000000,matched,True,7690.9500000000,7212.0750000000,6923.2178571429
20519,2025-08-02,2025-08-02 12:00:00,2025-08-03 11:00:00,1380,23,19-24h,12,9542.0250000000,8770.6500000000,matched,True,8687.8875000000,8120.1000000000,7632.7875000000
20520,2025-08-02,2025-08-02 12:00:00,2025-08-03 12:00:00,1440,24,19-24h,12,9708.2625000000,9253.3125000000,matched,True,8740.7625000000,8564.5125000000,8063.8285714286
20521,2025-08-02,2025-08-02 18:00:00,2025-08-02 19:00:00,60,1,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20522,2025-08-02,2025-08-02 18:00:00,2025-08-02 20:00:00,120,2,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20523,2025-08-02,2025-08-02 18:00:00,2025-08-02 21:00:00,180,3,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20524,2025-08-02,2025-08-02 18:00:00,2025-08-02 22:00:00,240,4,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20525,2025-08-02,2025-08-02 18:00:00,2025-08-02 23:00:00,300,5,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20526,2025-08-02,2025-08-02 18:00:00,2025-08-03 00:00:00,360,6,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20527,2025-08-02,2025-08-02 18:00:00,2025-08-03 01:00:00,420,7,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20528,2025-08-02,2025-08-02 18:00:00,2025-08-03 02:00:00,480,8,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20529,2025-08-02,2025-08-02 18:00:00,2025-08-03 03:00:00,540,9,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20530,2025-08-02,2025-08-02 18:00:00,2025-08-03 04:00:00,600,10,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20531,2025-08-02,2025-08-02 18:00:00,2025-08-03 05:00:00,660,11,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20532,2025-08-02,2025-08-02 18:00:00,2025-08-03 06:00:00,720,12,7-12h,18,1021.7806000000,1035.4500000000,matched,True,1023.9375000000,881.3625000000,1024.9446428571
20533,2025-08-02,2025-08-02 18:00:00,2025-08-03 07:00:00,780,13,13-18h,18,2623.7206000000,2821.9875000000,matched,True,2725.5375000000,2365.0125000000,2616.4232142857
20534,2025-08-02,2025-08-02 18:00:00,2025-08-03 08:00:00,840,14,13-18h,18,4411.7388000000,4667.1750000000,matched,True,4238.6625000000,3813.5625000000,4040.9946428571
20535,2025-08-02,2025-08-02 18:00:00,2025-08-03 09:00:00,900,15,13-18h,18,7205.0741000000,7148.0625000000,matched,True,6382.5000000000,5164.0125000000,5687.6410714286
20536,2025-08-02,2025-08-02 18:00:00,2025-08-03 10:00:00,960,16,13-18h,18,8376.0000000000,8281.2000000000,matched,True,7690.9500000000,7212.0750000000,6923.2178571429
20537,2025-08-02,2025-08-02 18:00:00,2025-08-03 11:00:00,1020,17,13-18h,18,8498.7903000000,8770.6500000000,matched,True,8687.8875000000,8120.1000000000,7632.7875000000
20538,2025-08-02,2025-08-02 18:00:00,2025-08-03 12:00:00,1080,18,13-18h,18,8908.5392000000,9253.3125000000,matched,True,8740.7625000000,8564.5125000000,8063.8285714286
20539,2025-08-02,2025-08-02 18:00:00,2025-08-03 13:00:00,1140,19,19-24h,18,9493.2925000000,9785.3625000000,matched,True,8631.6750000000,7641.6750000000,7921.2267857143
20540,2025-08-02,2025-08-02 18:00:00,2025-08-03 14:00:00,1200,20,19-24h,18,7012.0157000000,8637.9750000000,matched,True,8119.6125000000,6915.3750000000,7271.9892857143
20541,2025-08-02,2025-08-02 18:00:00,2025-08-03 15:00:00,1260,21,19-24h,18,6379.8698000000,7191.2250000000,matched,True,6410.4375000000,5821.7250000000,5908.0071428571
20542,2025-08-02,2025-08-02 18:00:00,2025-08-03 16:00:00,1320,22,19-24h,18,5089.6125000000,4954.0500000000,matched,True,4201.0125000000,4398.9375000000,4294.9232142857
20543,2025-08-02,2025-08-02 18:00:00,2025-08-03 17:00:00,1380,23,19-24h,18,3138.9375000000,3138.9375000000,matched,True,2811.7500000000,2694.2250000000,2594.7321428571
20544,2025-08-02,2025-08-02 18:00:00,2025-08-03 18:00:00,1440,24,19-24h,18,1095.2625000000,1059.4125000000,matched,True,1005.7125000000,1005.5250000000,985.5375000000
20545,2025-08-03,2025-08-03 00:00:00,2025-08-03 01:00:00,60,1,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20546,2025-08-03,2025-08-03 00:00:00,2025-08-03 02:00:00,120,2,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20547,2025-08-03,2025-08-03 00:00:00,2025-08-03 03:00:00,180,3,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20548,2025-08-03,2025-08-03 00:00:00,2025-08-03 04:00:00,240,4,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20549,2025-08-03,2025-08-03 00:00:00,2025-08-03 05:00:00,300,5,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20550,2025-08-03,2025-08-03 00:00:00,2025-08-03 06:00:00,360,6,4-6h,0,1089.2469000000,1035.4500000000,matched,True,1023.9375000000,881.3625000000,1024.9446428571
20551,2025-08-03,2025-08-03 00:00:00,2025-08-03 07:00:00,420,7,7-12h,0,2834.7434000000,2821.9875000000,matched,True,2725.5375000000,2365.0125000000,2616.4232142857
20552,2025-08-03,2025-08-03 00:00:00,2025-08-03 08:00:00,480,8,7-12h,0,4820.4869000000,4667.1750000000,matched,True,4238.6625000000,3813.5625000000,4040.9946428571
20553,2025-08-03,2025-08-03 00:00:00,2025-08-03 09:00:00,540,9,7-12h,0,7117.7806000000,7148.0625000000,matched,True,6382.5000000000,5164.0125000000,5687.6410714286
20554,2025-08-03,2025-08-03 00:00:00,2025-08-03 10:00:00,600,10,7-12h,0,8314.2467000000,8281.2000000000,matched,True,7690.9500000000,7212.0750000000,6923.2178571429
20555,2025-08-03,2025-08-03 00:00:00,2025-08-03 11:00:00,660,11,7-12h,0,8682.3623000000,8770.6500000000,matched,True,8687.8875000000,8120.1000000000,7632.7875000000
20556,2025-08-03,2025-08-03 00:00:00,2025-08-03 12:00:00,720,12,7-12h,0,9612.8548000000,9253.3125000000,matched,True,8740.7625000000,8564.5125000000,8063.8285714286
20557,2025-08-03,2025-08-03 00:00:00,2025-08-03 13:00:00,780,13,13-18h,0,9785.3625000000,9785.3625000000,matched,True,8631.6750000000,7641.6750000000,7921.2267857143
20558,2025-08-03,2025-08-03 00:00:00,2025-08-03 14:00:00,840,14,13-18h,0,8954.8125000000,8637.9750000000,matched,True,8119.6125000000,6915.3750000000,7271.9892857143
20559,2025-08-03,2025-08-03 00:00:00,2025-08-03 15:00:00,900,15,13-18h,0,7191.2250000000,7191.2250000000,matched,True,6410.4375000000,5821.7250000000,5908.0071428571
20560,2025-08-03,2025-08-03 00:00:00,2025-08-03 16:00:00,960,16,13-18h,0,5089.6125000000,4954.0500000000,matched,True,4201.0125000000,4398.9375000000,4294.9232142857
20561,2025-08-03,2025-08-03 00:00:00,2025-08-03 17:00:00,1020,17,13-18h,0,3138.9375000000,3138.9375000000,matched,True,2811.7500000000,2694.2250000000,2594.7321428571
20562,2025-08-03,2025-08-03 00:00:00,2025-08-03 18:00:00,1080,18,13-18h,0,1095.2625000000,1059.4125000000,matched,True,1005.7125000000,1005.5250000000,985.5375000000
20563,2025-08-03,2025-08-03 00:00:00,2025-08-03 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20564,2025-08-03,2025-08-03 00:00:00,2025-08-03 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20565,2025-08-03,2025-08-03 00:00:00,2025-08-03 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20566,2025-08-03,2025-08-03 00:00:00,2025-08-03 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20567,2025-08-03,2025-08-03 00:00:00,2025-08-03 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20568,2025-08-03,2025-08-03 00:00:00,2025-08-04 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20569,2025-08-03,2025-08-03 06:00:00,2025-08-03 07:00:00,60,1,1-3h,6,2858.9480000000,2821.9875000000,matched,True,2725.5375000000,2365.0125000000,2616.4232142857
20570,2025-08-03,2025-08-03 06:00:00,2025-08-03 08:00:00,120,2,1-3h,6,4714.8236000000,4667.1750000000,matched,True,4238.6625000000,3813.5625000000,4040.9946428571
20571,2025-08-03,2025-08-03 06:00:00,2025-08-03 09:00:00,180,3,1-3h,6,7292.1000000000,7148.0625000000,matched,True,6382.5000000000,5164.0125000000,5687.6410714286
20572,2025-08-03,2025-08-03 06:00:00,2025-08-03 10:00:00,240,4,4-6h,6,8376.0000000000,8281.2000000000,matched,True,7690.9500000000,7212.0750000000,6923.2178571429
20573,2025-08-03,2025-08-03 06:00:00,2025-08-03 11:00:00,300,5,4-6h,6,8700.8457000000,8770.6500000000,matched,True,8687.8875000000,8120.1000000000,7632.7875000000
20574,2025-08-03,2025-08-03 06:00:00,2025-08-03 12:00:00,360,6,4-6h,6,8983.5770000000,9253.3125000000,matched,True,8740.7625000000,8564.5125000000,8063.8285714286
20575,2025-08-03,2025-08-03 06:00:00,2025-08-03 13:00:00,420,7,7-12h,6,9770.8225000000,9785.3625000000,matched,True,8631.6750000000,7641.6750000000,7921.2267857143
20576,2025-08-03,2025-08-03 06:00:00,2025-08-03 14:00:00,480,8,7-12h,6,8149.1153000000,8637.9750000000,matched,True,8119.6125000000,6915.3750000000,7271.9892857143
20577,2025-08-03,2025-08-03 06:00:00,2025-08-03 15:00:00,540,9,7-12h,6,6385.3017000000,7191.2250000000,matched,True,6410.4375000000,5821.7250000000,5908.0071428571
20578,2025-08-03,2025-08-03 06:00:00,2025-08-03 16:00:00,600,10,7-12h,6,4375.2351000000,4954.0500000000,matched,True,4201.0125000000,4398.9375000000,4294.9232142857
20579,2025-08-03,2025-08-03 06:00:00,2025-08-03 17:00:00,660,11,7-12h,6,2906.8606000000,3138.9375000000,matched,True,2811.7500000000,2694.2250000000,2594.7321428571
20580,2025-08-03,2025-08-03 06:00:00,2025-08-03 18:00:00,720,12,7-12h,6,1024.1955000000,1059.4125000000,matched,True,1005.7125000000,1005.5250000000,985.5375000000
20581,2025-08-03,2025-08-03 06:00:00,2025-08-03 19:00:00,780,13,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20582,2025-08-03,2025-08-03 06:00:00,2025-08-03 20:00:00,840,14,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20583,2025-08-03,2025-08-03 06:00:00,2025-08-03 21:00:00,900,15,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20584,2025-08-03,2025-08-03 06:00:00,2025-08-03 22:00:00,960,16,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20585,2025-08-03,2025-08-03 06:00:00,2025-08-03 23:00:00,1020,17,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20586,2025-08-03,2025-08-03 06:00:00,2025-08-04 00:00:00,1080,18,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20587,2025-08-03,2025-08-03 06:00:00,2025-08-04 01:00:00,1140,19,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20588,2025-08-03,2025-08-03 06:00:00,2025-08-04 02:00:00,1200,20,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20589,2025-08-03,2025-08-03 06:00:00,2025-08-04 03:00:00,1260,21,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20590,2025-08-03,2025-08-03 06:00:00,2025-08-04 04:00:00,1320,22,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20591,2025-08-03,2025-08-03 06:00:00,2025-08-04 05:00:00,1380,23,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20592,2025-08-03,2025-08-03 06:00:00,2025-08-04 06:00:00,1440,24,19-24h,6,777.0636000000,946.0125000000,matched,True,1035.4500000000,1003.3500000000,1046.9571428571
20593,2025-08-03,2025-08-03 12:00:00,2025-08-03 13:00:00,60,1,1-3h,12,9785.3625000000,9785.3625000000,matched,True,8631.6750000000,7641.6750000000,7921.2267857143
20594,2025-08-03,2025-08-03 12:00:00,2025-08-03 14:00:00,120,2,1-3h,12,8830.1411000000,8637.9750000000,matched,True,8119.6125000000,6915.3750000000,7271.9892857143
20595,2025-08-03,2025-08-03 12:00:00,2025-08-03 15:00:00,180,3,1-3h,12,7191.2250000000,7191.2250000000,matched,True,6410.4375000000,5821.7250000000,5908.0071428571
20596,2025-08-03,2025-08-03 12:00:00,2025-08-03 16:00:00,240,4,4-6h,12,5089.6125000000,4954.0500000000,matched,True,4201.0125000000,4398.9375000000,4294.9232142857
20597,2025-08-03,2025-08-03 12:00:00,2025-08-03 17:00:00,300,5,4-6h,12,3138.9375000000,3138.9375000000,matched,True,2811.7500000000,2694.2250000000,2594.7321428571
20598,2025-08-03,2025-08-03 12:00:00,2025-08-03 18:00:00,360,6,4-6h,12,1095.2625000000,1059.4125000000,matched,True,1005.7125000000,1005.5250000000,985.5375000000
20599,2025-08-03,2025-08-03 12:00:00,2025-08-03 19:00:00,420,7,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20600,2025-08-03,2025-08-03 12:00:00,2025-08-03 20:00:00,480,8,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20601,2025-08-03,2025-08-03 12:00:00,2025-08-03 21:00:00,540,9,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20602,2025-08-03,2025-08-03 12:00:00,2025-08-03 22:00:00,600,10,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20603,2025-08-03,2025-08-03 12:00:00,2025-08-03 23:00:00,660,11,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20604,2025-08-03,2025-08-03 12:00:00,2025-08-04 00:00:00,720,12,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20605,2025-08-03,2025-08-03 12:00:00,2025-08-04 01:00:00,780,13,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20606,2025-08-03,2025-08-03 12:00:00,2025-08-04 02:00:00,840,14,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20607,2025-08-03,2025-08-03 12:00:00,2025-08-04 03:00:00,900,15,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20608,2025-08-03,2025-08-03 12:00:00,2025-08-04 04:00:00,960,16,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20609,2025-08-03,2025-08-03 12:00:00,2025-08-04 05:00:00,1020,17,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20610,2025-08-03,2025-08-03 12:00:00,2025-08-04 06:00:00,1080,18,13-18h,12,976.4027000000,946.0125000000,matched,True,1035.4500000000,1003.3500000000,1046.9571428571
20611,2025-08-03,2025-08-03 12:00:00,2025-08-04 07:00:00,1140,19,19-24h,12,2988.6750000000,2825.0625000000,matched,True,2821.9875000000,2597.5500000000,2681.7053571429
20612,2025-08-03,2025-08-03 12:00:00,2025-08-04 08:00:00,1200,20,19-24h,12,5050.0500000000,4763.7750000000,matched,True,4667.1750000000,3946.2375000000,4162.9392857143
20613,2025-08-03,2025-08-03 12:00:00,2025-08-04 09:00:00,1260,21,19-24h,12,7292.1000000000,6772.2375000000,matched,True,7148.0625000000,5132.6250000000,5971.0767857143
20614,2025-08-03,2025-08-03 12:00:00,2025-08-04 10:00:00,1320,22,19-24h,12,7793.0345000000,8047.6500000000,matched,True,8281.2000000000,6630.8250000000,7075.9500000000
20615,2025-08-03,2025-08-03 12:00:00,2025-08-04 11:00:00,1380,23,19-24h,12,8882.5876000000,8695.4250000000,matched,True,8770.6500000000,7531.8750000000,7725.7232142857
20616,2025-08-03,2025-08-03 12:00:00,2025-08-04 12:00:00,1440,24,19-24h,12,6618.1720000000,9163.8375000000,matched,True,9253.3125000000,7359.2250000000,8162.2285714286
20617,2025-08-03,2025-08-03 18:00:00,2025-08-03 19:00:00,60,1,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20618,2025-08-03,2025-08-03 18:00:00,2025-08-03 20:00:00,120,2,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20619,2025-08-03,2025-08-03 18:00:00,2025-08-03 21:00:00,180,3,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20620,2025-08-03,2025-08-03 18:00:00,2025-08-03 22:00:00,240,4,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20621,2025-08-03,2025-08-03 18:00:00,2025-08-03 23:00:00,300,5,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20622,2025-08-03,2025-08-03 18:00:00,2025-08-04 00:00:00,360,6,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20623,2025-08-03,2025-08-03 18:00:00,2025-08-04 01:00:00,420,7,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20624,2025-08-03,2025-08-03 18:00:00,2025-08-04 02:00:00,480,8,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20625,2025-08-03,2025-08-03 18:00:00,2025-08-04 03:00:00,540,9,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20626,2025-08-03,2025-08-03 18:00:00,2025-08-04 04:00:00,600,10,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20627,2025-08-03,2025-08-03 18:00:00,2025-08-04 05:00:00,660,11,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20628,2025-08-03,2025-08-03 18:00:00,2025-08-04 06:00:00,720,12,7-12h,18,1076.8842000000,946.0125000000,matched,True,1035.4500000000,1003.3500000000,1046.9571428571
20629,2025-08-03,2025-08-03 18:00:00,2025-08-04 07:00:00,780,13,13-18h,18,2949.2763000000,2825.0625000000,matched,True,2821.9875000000,2597.5500000000,2681.7053571429
20630,2025-08-03,2025-08-03 18:00:00,2025-08-04 08:00:00,840,14,13-18h,18,4917.0201000000,4763.7750000000,matched,True,4667.1750000000,3946.2375000000,4162.9392857143
20631,2025-08-03,2025-08-03 18:00:00,2025-08-04 09:00:00,900,15,13-18h,18,6875.9656000000,6772.2375000000,matched,True,7148.0625000000,5132.6250000000,5971.0767857143
20632,2025-08-03,2025-08-03 18:00:00,2025-08-04 10:00:00,960,16,13-18h,18,7893.6154000000,8047.6500000000,matched,True,8281.2000000000,6630.8250000000,7075.9500000000
20633,2025-08-03,2025-08-03 18:00:00,2025-08-04 11:00:00,1020,17,13-18h,18,7424.8724000000,8695.4250000000,matched,True,8770.6500000000,7531.8750000000,7725.7232142857
20634,2025-08-03,2025-08-03 18:00:00,2025-08-04 12:00:00,1080,18,13-18h,18,8630.5217000000,9163.8375000000,matched,True,9253.3125000000,7359.2250000000,8162.2285714286
20635,2025-08-03,2025-08-03 18:00:00,2025-08-04 13:00:00,1140,19,19-24h,18,7739.3864000000,8832.6375000000,matched,True,9785.3625000000,6833.3625000000,8227.4678571429
20636,2025-08-03,2025-08-03 18:00:00,2025-08-04 14:00:00,1200,20,19-24h,18,7038.9107000000,8043.2625000000,matched,True,8637.9750000000,6933.7875000000,7518.0750000000
20637,2025-08-03,2025-08-03 18:00:00,2025-08-04 15:00:00,1260,21,19-24h,18,6124.4164000000,6502.0125000000,matched,True,7191.2250000000,5450.9625000000,6103.6500000000
20638,2025-08-03,2025-08-03 18:00:00,2025-08-04 16:00:00,1320,22,19-24h,18,4957.9296000000,4534.7625000000,matched,True,4954.0500000000,3897.9000000000,4374.2250000000
20639,2025-08-03,2025-08-03 18:00:00,2025-08-04 17:00:00,1380,23,19-24h,18,3138.9375000000,2993.5875000000,matched,True,3138.9375000000,2242.1625000000,2658.2625000000
20640,2025-08-03,2025-08-03 18:00:00,2025-08-04 18:00:00,1440,24,19-24h,18,1095.2625000000,1020.0750000000,matched,True,1059.4125000000,904.3500000000,993.2357142857
20641,2025-08-04,2025-08-04 00:00:00,2025-08-04 01:00:00,60,1,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20642,2025-08-04,2025-08-04 00:00:00,2025-08-04 02:00:00,120,2,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20643,2025-08-04,2025-08-04 00:00:00,2025-08-04 03:00:00,180,3,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20644,2025-08-04,2025-08-04 00:00:00,2025-08-04 04:00:00,240,4,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20645,2025-08-04,2025-08-04 00:00:00,2025-08-04 05:00:00,300,5,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20646,2025-08-04,2025-08-04 00:00:00,2025-08-04 06:00:00,360,6,4-6h,0,917.2382000000,946.0125000000,matched,True,1035.4500000000,1003.3500000000,1046.9571428571
20647,2025-08-04,2025-08-04 00:00:00,2025-08-04 07:00:00,420,7,7-12h,0,2816.0373000000,2825.0625000000,matched,True,2821.9875000000,2597.5500000000,2681.7053571429
20648,2025-08-04,2025-08-04 00:00:00,2025-08-04 08:00:00,480,8,7-12h,0,4784.1705000000,4763.7750000000,matched,True,4667.1750000000,3946.2375000000,4162.9392857143
20649,2025-08-04,2025-08-04 00:00:00,2025-08-04 09:00:00,540,9,7-12h,0,6538.5711000000,6772.2375000000,matched,True,7148.0625000000,5132.6250000000,5971.0767857143
20650,2025-08-04,2025-08-04 00:00:00,2025-08-04 10:00:00,600,10,7-12h,0,8376.0000000000,8047.6500000000,matched,True,8281.2000000000,6630.8250000000,7075.9500000000
20651,2025-08-04,2025-08-04 00:00:00,2025-08-04 11:00:00,660,11,7-12h,0,8893.5670000000,8695.4250000000,matched,True,8770.6500000000,7531.8750000000,7725.7232142857
20652,2025-08-04,2025-08-04 00:00:00,2025-08-04 12:00:00,720,12,7-12h,0,9051.2115000000,9163.8375000000,matched,True,9253.3125000000,7359.2250000000,8162.2285714286
20653,2025-08-04,2025-08-04 00:00:00,2025-08-04 13:00:00,780,13,13-18h,0,9170.0783000000,8832.6375000000,matched,True,9785.3625000000,6833.3625000000,8227.4678571429
20654,2025-08-04,2025-08-04 00:00:00,2025-08-04 14:00:00,840,14,13-18h,0,8814.6245000000,8043.2625000000,matched,True,8637.9750000000,6933.7875000000,7518.0750000000
20655,2025-08-04,2025-08-04 00:00:00,2025-08-04 15:00:00,900,15,13-18h,0,6017.6881000000,6502.0125000000,matched,True,7191.2250000000,5450.9625000000,6103.6500000000
20656,2025-08-04,2025-08-04 00:00:00,2025-08-04 16:00:00,960,16,13-18h,0,3867.8596000000,4534.7625000000,matched,True,4954.0500000000,3897.9000000000,4374.2250000000
20657,2025-08-04,2025-08-04 00:00:00,2025-08-04 17:00:00,1020,17,13-18h,0,2541.5600000000,2993.5875000000,matched,True,3138.9375000000,2242.1625000000,2658.2625000000
20658,2025-08-04,2025-08-04 00:00:00,2025-08-04 18:00:00,1080,18,13-18h,0,794.7367000000,1020.0750000000,matched,True,1059.4125000000,904.3500000000,993.2357142857
20659,2025-08-04,2025-08-04 00:00:00,2025-08-04 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20660,2025-08-04,2025-08-04 00:00:00,2025-08-04 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20661,2025-08-04,2025-08-04 00:00:00,2025-08-04 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20662,2025-08-04,2025-08-04 00:00:00,2025-08-04 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20663,2025-08-04,2025-08-04 00:00:00,2025-08-04 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20664,2025-08-04,2025-08-04 00:00:00,2025-08-05 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
20665,2025-08-04,2025-08-04 06:00:00,2025-08-04 07:00:00,60,1,1-3h,6,2843.6405000000,2825.0625000000,matched,True,2821.9875000000,2597.5500000000,2681.7053571429
20666,2025-08-04,2025-08-04 06:00:00,2025-08-04 08:00:00,120,2,1-3h,6,4682.9962000000,4763.7750000000,matched,True,4667.1750000000,3946.2375000000,4162.9392857143
20667,2025-08-04,2025-08-04 06:00:00,2025-08-04 09:00:00,180,3,1-3h,6,6647.0386000000,6772.2375000000,matched,True,7148.0625000000,5132.6250000000,5971.0767857143
20668,2025-08-04,2025-08-04 06:00:00,2025-08-04 10:00:00,240,4,4-6h,6,7688.2163000000,8047.6500000000,matched,True,8281.2000000000,6630.8250000000,7075.9500000000
